ms,qw,qx,qy,qz,ax,ay,az,gx,gy,gz,mx,my,mz,alt,gps_fix,lat,lon,speed,heading
1322,0.9573,-0.2837,-0.0273,0.0489,0.26,-5.51,8.41,-0.0147,0.0073,-0.0037,243.36,-12.06,-32.26,51.20,0,0.0,0.0,0.0,0.0
1340,0.9572,-0.2838,-0.0273,0.0489,0.25,-5.50,8.43,-0.0098,0.0073,-0.0037,246.86,-11.72,-32.10,51.13,0,0.0,0.0,0.0,0.0
1365,0.9572,-0.2839,-0.0273,0.0488,0.25,-5.51,8.40,-0.0037,0.0037,-0.0049,246.86,-11.46,-31.83,51.08,0,0.0,0.0,0.0,0.0
1383,0.9572,-0.2840,-0.0274,0.0487,0.26,-5.51,8.41,-0.0024,0.0061,-0.0037,246.80,-11.60,-31.79,51.08,0,0.0,0.0,0.0,0.0
1401,0.9572,-0.2840,-0.0273,0.0488,0.24,-5.52,8.47,-0.0024,0.0049,-0.0037,246.78,-12.53,-31.32,51.14,0,0.0,0.0,0.0,0.0
1425,0.9572,-0.2840,-0.0273,0.0490,0.24,-5.49,8.41,-0.0024,0.0061,-0.0037,246.68,-12.51,-31.77,51.16,0,0.0,0.0,0.0,0.0
1444,0.9571,-0.2841,-0.0273,0.0490,0.25,-5.52,8.42,-0.0098,0.0061,-0.0037,246.73,-12.01,-31.89,51.16,0,0.0,0.0,0.0,0.0
1462,0.9571,-0.2842,-0.0273,0.0489,0.25,-5.50,8.43,-0.0049,0.0061,-0.0037,246.71,-11.81,-31.06,51.18,0,0.0,0.0,0.0,0.0
1486,0.9571,-0.2842,-0.0272,0.0488,0.24,-5.49,8.42,-0.0049,0.0061,-0.0037,246.86,-11.34,-31.86,51.15,0,0.0,0.0,0.0,0.0
1504,0.9571,-0.2842,-0.0273,0.0487,0.26,-5.51,8.42,-0.0049,0.0061,-0.0037,246.83,-11.98,-30.77,51.15,0,0.0,0.0,0.0,0.0
1526,0.9571,-0.2842,-0.0273,0.0487,0.26,-5.50,8.43,-0.0061,0.0049,-0.0037,246.93,-12.12,-30.84,51.20,0,0.0,0.0,0.0,0.0
1550,0.9571,-0.2843,-0.0272,0.0486,0.24,-5.49,8.39,-0.0098,0.0061,-0.0037,247.21,-11.58,-31.42,51.23,0,0.0,0.0,0.0,0.0
1569,0.9571,-0.2844,-0.0272,0.0488,0.23,-5.50,8.42,-0.0086,0.0073,-0.0024,246.99,-12.50,-32.10,51.23,0,0.0,0.0,0.0,0.0
1587,0.9571,-0.2844,-0.0272,0.0489,0.25,-5.52,8.45,-0.0049,0.0061,-0.0037,246.92,-11.98,-32.40,51.21,0,0.0,0.0,0.0,0.0
1611,0.9571,-0.2844,-0.0272,0.0490,0.24,-5.51,8.43,-0.0049,0.0049,-0.0037,246.83,-11.77,-32.45,51.18,0,0.0,0.0,0.0,0.0
1629,0.9570,-0.2845,-0.0273,0.0491,0.25,-5.50,8.41,-0.0098,0.0061,-0.0024,246.93,-11.93,-32.56,51.18,0,0.0,0.0,0.0,0.0
1648,0.9570,-0.2844,-0.0273,0.0491,0.24,-5.51,8.45,-0.0037,0.0049,-0.0024,247.03,-11.79,-32.65,51.15,0,0.0,0.0,0.0,0.0
1672,0.9570,-0.2845,-0.0274,0.0493,0.26,-5.51,8.41,-0.0122,0.0049,-0.0049,247.24,-12.15,-33.37,51.17,0,0.0,0.0,0.0,0.0
1690,0.9570,-0.2845,-0.0274,0.0493,0.25,-5.50,8.43,-0.0086,0.0061,-0.0037,246.81,-11.87,-32.01,51.17,0,0.0,0.0,0.0,0.0
1709,0.9570,-0.2845,-0.0275,0.0493,0.26,-5.52,8.46,-0.0122,0.0086,-0.0024,247.02,-11.98,-32.55,51.10,0,0.0,0.0,0.0,0.0
1733,0.9570,-0.2844,-0.0274,0.0493,0.24,-5.46,8.40,-0.0012,0.0037,-0.0037,246.65,-11.90,-31.67,51.07,0,0.0,0.0,0.0,0.0
1751,0.9570,-0.2845,-0.0275,0.0492,0.27,-5.48,8.36,-0.0086,0.0061,-0.0049,247.16,-11.59,-32.14,51.07,0,0.0,0.0,0.0,0.0
1769,0.9570,-0.2846,-0.0276,0.0492,0.27,-5.56,8.49,-0.0086,0.0073,-0.0037,247.11,-12.55,-31.35,51.11,0,0.0,0.0,0.0,0.0
1793,0.9570,-0.2846,-0.0276,0.0492,0.25,-5.52,8.43,-0.0024,0.0037,-0.0037,246.83,-12.41,-31.47,51.08,0,0.0,0.0,0.0,0.0
1812,0.9570,-0.2846,-0.0275,0.0493,0.24,-5.47,8.39,-0.0195,0.0098,-0.0024,246.86,-11.94,-32.07,51.08,0,0.0,0.0,0.0,0.0
1830,0.9570,-0.2844,-0.0275,0.0492,0.24,-5.49,8.44,0.0086,0.0037,-0.0024,246.77,-12.00,-31.23,51.09,0,0.0,0.0,0.0,0.0
1854,0.9570,-0.2845,-0.0275,0.0492,0.27,-5.53,8.43,-0.0159,0.0073,-0.0024,246.76,-12.19,-31.80,51.15,0,0.0,0.0,0.0,0.0
1873,0.9570,-0.2845,-0.0275,0.0492,0.25,-5.50,8.45,-0.0073,0.0024,-0.0049,247.41,-12.38,-31.20,51.15,0,0.0,0.0,0.0,0.0
1891,0.9570,-0.2845,-0.0275,0.0492,0.24,-5.50,8.42,-0.0037,0.0049,-0.0037,246.65,-12.04,-31.58,51.15,0,0.0,0.0,0.0,0.0
1915,0.9570,-0.2846,-0.0275,0.0491,0.26,-5.53,8.45,-0.0122,0.0073,-0.0037,246.32,-11.78,-31.69,51.10,0,0.0,0.0,0.0,0.0
1933,0.9570,-0.2846,-0.0274,0.0492,0.24,-5.51,8.43,-0.0098,0.0037,-0.0024,246.43,-11.87,-32.07,51.10,0,0.0,0.0,0.0,0.0
1951,0.9570,-0.2847,-0.0275,0.0491,0.26,-5.51,8.40,-0.0086,0.0073,-0.0024,246.76,-11.81,-31.38,51.17,0,0.0,0.0,0.0,0.0
1976,0.9570,-0.2847,-0.0276,0.0491,0.27,-5.53,8.43,-0.0061,0.0037,-0.0037,246.51,-12.39,-31.64,51.20,0,0.0,0.0,0.0,0.0
1994,0.9569,-0.2847,-0.0276,0.0493,0.25,-5.51,8.44,-0.0171,0.0073,-0.0037,246.16,-12.89,-31.69,51.20,0,0.0,0.0,0.0,0.0
2012,0.9570,-0.2846,-0.0275,0.0492,0.23,-5.47,8.42,0.0000,0.0024,-0.0037,246.51,-11.58,-31.16,51.20,0,0.0,0.0,0.0,0.0
2036,0.9570,-0.2846,-0.0275,0.0492,0.25,-5.51,8.40,0.0073,0.0073,-0.0012,246.62,-12.16,-31.67,51.18,0,0.0,0.0,0.0,0.0
2055,0.9569,-0.2848,-0.0275,0.0492,0.26,-5.56,8.46,-0.0208,0.0049,-0.0061,246.52,-11.88,-31.96,51.18,0,0.0,0.0,0.0,0.0
2073,0.9570,-0.2847,-0.0274,0.0491,0.23,-5.49,8.42,-0.0086,0.0049,-0.0037,246.71,-11.78,-31.53,51.09,0,0.0,0.0,0.0,0.0
2097,0.9569,-0.2848,-0.0274,0.0492,0.24,-5.49,8.38,-0.0159,0.0073,-0.0049,246.33,-11.68,-32.46,51.12,0,0.0,0.0,0.0,0.0
2115,0.9570,-0.2846,-0.0274,0.0493,0.25,-5.52,8.47,0.0098,0.0073,-0.0012,246.43,-12.44,-32.64,51.12,0,0.0,0.0,0.0,0.0
2134,0.9570,-0.2844,-0.0275,0.0493,0.26,-5.50,8.47,0.0122,0.0012,-0.0024,246.29,-11.88,-31.99,51.19,0,0.0,0.0,0.0,0.0
2158,0.9570,-0.2846,-0.0275,0.0495,0.25,-5.50,8.38,-0.0171,0.0098,-0.0024,246.30,-12.53,-32.27,51.16,0,0.0,0.0,0.0,0.0
2176,0.9570,-0.2846,-0.0275,0.0494,0.25,-5.53,8.45,-0.0037,0.0049,-0.0037,246.59,-12.03,-31.42,51.16,0,0.0,0.0,0.0,0.0
2198,0.9570,-0.2846,-0.0274,0.0494,0.24,-5.51,8.45,-0.0110,0.0061,-0.0024,246.57,-11.68,-31.86,51.17,0,0.0,0.0,0.0,0.0
2222,0.9570,-0.2846,-0.0273,0.0494,0.24,-5.50,8.41,-0.0098,0.0061,-0.0037,246.93,-12.19,-31.66,51.15,0,0.0,0.0,0.0,0.0
2240,0.9570,-0.2845,-0.0273,0.0493,0.25,-5.51,8.47,0.0024,0.0086,-0.0012,246.90,-11.56,-31.41,51.15,0,0.0,0.0,0.0,0.0
2259,0.9570,-0.2845,-0.0272,0.0492,0.24,-5.47,8.40,-0.0086,0.0061,-0.0024,246.48,-11.94,-31.34,51.13,0,0.0,0.0,0.0,0.0
2282,0.9571,-0.2843,-0.0272,0.0492,0.25,-5.51,8.45,0.0086,0.0073,0.0000,246.55,-11.60,-31.75,51.14,0,0.0,0.0,0.0,0.0
2304,0.9571,-0.2844,-0.0272,0.0490,0.25,-5.53,8.45,-0.0134,0.0049,-0.0037,247.03,-11.30,-31.72,51.08,0,0.0,0.0,0.0,0.0
2329,0.9570,-0.2845,-0.0271,0.0489,0.24,-5.49,8.40,-0.0183,0.0061,-0.0037,246.39,-11.81,-30.59,51.11,0,0.0,0.0,0.0,0.0
2353,0.9571,-0.2844,-0.0271,0.0489,0.24,-5.49,8.43,0.0024,0.0061,-0.0024,246.38,-11.60,-31.96,51.11,0,0.0,0.0,0.0,0.0
2371,0.9571,-0.2844,-0.0271,0.0489,0.25,-5.51,8.45,-0.0134,0.0061,-0.0049,246.73,-11.91,-31.45,51.11,0,0.0,0.0,0.0,0.0
2395,0.9571,-0.2843,-0.0273,0.0489,0.27,-5.50,8.45,-0.0061,0.0049,-0.0037,246.04,-11.81,-32.29,51.15,0,0.0,0.0,0.0,0.0
2414,0.9571,-0.2843,-0.0273,0.0490,0.25,-5.50,8.40,0.0000,0.0061,-0.0024,246.77,-12.13,-32.42,51.15,0,0.0,0.0,0.0,0.0
2432,0.9571,-0.2843,-0.0273,0.0490,0.24,-5.52,8.45,-0.0037,0.0073,-0.0024,246.38,-11.44,-31.98,51.15,0,0.0,0.0,0.0,0.0
2456,0.9571,-0.2843,-0.0273,0.0490,0.25,-5.50,8.43,-0.0098,0.0049,-0.0049,246.00,-11.63,-32.21,51.14,0,0.0,0.0,0.0,0.0
2474,0.9571,-0.2843,-0.0273,0.0490,0.25,-5.51,8.43,0.0012,0.0061,-0.0024,246.90,-11.77,-31.76,51.14,0,0.0,0.0,0.0,0.0
2493,0.9571,-0.2844,-0.0273,0.0490,0.24,-5.51,8.44,-0.0134,0.0073,-0.0024,246.01,-12.03,-31.70,51.09,0,0.0,0.0,0.0,0.0
2517,0.9571,-0.2843,-0.0272,0.0490,0.24,-5.50,8.42,-0.0024,0.0024,-0.0049,246.20,-11.41,-32.18,51.06,0,0.0,0.0,0.0,0.0
2535,0.9571,-0.2844,-0.0272,0.0489,0.25,-5.51,8.40,-0.0049,0.0073,-0.0024,246.57,-11.85,-30.93,51.06,0,0.0,0.0,0.0,0.0
2554,0.9570,-0.2845,-0.0273,0.0489,0.26,-5.54,8.47,-0.0098,0.0049,-0.0049,246.23,-11.59,-32.14,51.00,0,0.0,0.0,0.0,0.0
2578,0.9571,-0.2844,-0.0273,0.0490,0.25,-5.52,8.46,0.0012,0.0049,-0.0012,246.38,-12.20,-31.69,51.01,0,0.0,0.0,0.0,0.0
2596,0.9570,-0.2846,-0.0273,0.0489,0.25,-5.49,8.36,-0.0134,0.0049,-0.0049,246.77,-11.68,-31.48,51.01,0,0.0,0.0,0.0,0.0
2614,0.9570,-0.2847,-0.0273,0.0489,0.25,-5.53,8.43,-0.0086,0.0073,-0.0037,246.73,-11.72,-31.83,51.08,0,0.0,0.0,0.0,0.0
2638,0.9570,-0.2847,-0.0274,0.0488,0.26,-5.51,8.43,-0.0122,0.0037,-0.0049,246.45,-11.27,-31.79,51.10,0,0.0,0.0,0.0,0.0
2657,0.9570,-0.2847,-0.0274,0.0488,0.25,-5.50,8.40,-0.0098,0.0086,-0.0024,246.38,-11.79,-31.76,51.10,0,0.0,0.0,0.0,0.0
2675,0.9570,-0.2847,-0.0274,0.0489,0.25,-5.50,8.45,-0.0122,0.0061,-0.0037,245.91,-11.82,-32.32,51.11,0,0.0,0.0,0.0,0.0
2699,0.9570,-0.2845,-0.0274,0.0489,0.25,-5.52,8.48,0.0061,0.0049,-0.0024,246.54,-11.58,-31.91,51.06,0,0.0,0.0,0.0,0.0
2717,0.9570,-0.2846,-0.0273,0.0488,0.24,-5.50,8.41,-0.0110,0.0061,-0.0037,246.20,-12.03,-30.91,51.06,0,0.0,0.0,0.0,0.0
2736,0.9570,-0.2846,-0.0273,0.0489,0.26,-5.54,8.46,-0.0049,0.0086,-0.0024,246.36,-12.13,-32.05,51.05,0,0.0,0.0,0.0,0.0
2760,0.9570,-0.2847,-0.0274,0.0492,0.25,-5.52,8.42,-0.0086,0.0061,-0.0012,246.24,-12.48,-33.05,51.06,0,0.0,0.0,0.0,0.0
2778,0.9570,-0.2847,-0.0274,0.0493,0.23,-5.45,8.35,-0.0195,0.0037,-0.0049,246.80,-11.97,-32.56,51.06,0,0.0,0.0,0.0,0.0
2797,0.9570,-0.2846,-0.0273,0.0491,0.25,-5.55,8.50,0.0000,0.0110,0.0000,246.61,-11.11,-31.22,51.12,0,0.0,0.0,0.0,0.0
2821,0.9570,-0.2847,-0.0273,0.0490,0.26,-5.54,8.47,-0.0122,0.0061,-0.0037,246.26,-11.88,-31.38,51.05,0,0.0,0.0,0.0,0.0
2839,0.9570,-0.2845,-0.0274,0.0490,0.27,-5.50,8.47,-0.0012,0.0012,-0.0049,246.48,-11.82,-31.70,51.05,0,0.0,0.0,0.0,0.0
2857,0.9571,-0.2844,-0.0274,0.0490,0.24,-5.49,8.44,0.0037,0.0037,-0.0037,246.52,-11.88,-31.58,51.01,0,0.0,0.0,0.0,0.0
2885,0.9571,-0.2844,-0.0273,0.0489,0.25,-5.52,8.45,-0.0098,0.0086,-0.0037,247.06,-11.50,-31.70,51.02,0,0.0,0.0,0.0,0.0
2909,0.9571,-0.2844,-0.0273,0.0489,0.24,-5.50,8.43,-0.0147,0.0049,-0.0049,246.36,-11.90,-31.58,51.08,0,0.0,0.0,0.0,0.0
2927,0.9571,-0.2844,-0.0272,0.0490,0.23,-5.49,8.44,-0.0147,0.0061,-0.0037,247.05,-12.26,-31.91,51.08,0,0.0,0.0,0.0,0.0
2946,0.9571,-0.2843,-0.0272,0.0490,0.24,-5.54,8.51,-0.0061,0.0073,-0.0024,246.20,-11.22,-33.06,51.08,0,0.0,0.0,0.0,0.0
2969,0.9571,-0.2843,-0.0273,0.0490,0.26,-5.51,8.41,0.0037,0.0024,-0.0024,246.78,-11.87,-31.95,51.14,0,0.0,0.0,0.0,0.0
2988,0.9570,-0.2846,-0.0273,0.0491,0.25,-5.51,8.37,-0.0281,0.0073,-0.0049,246.54,-11.96,-32.07,51.14,0,0.0,0.0,0.0,0.0
3006,0.9570,-0.2844,-0.0274,0.0492,0.26,-5.52,8.47,0.0061,0.0037,-0.0037,246.23,-11.82,-33.16,51.14,0,0.0,0.0,0.0,0.0
3030,0.9570,-0.2846,-0.0274,0.0491,0.24,-5.51,8.40,-0.0122,0.0073,-0.0037,246.89,-11.72,-31.47,51.09,0,0.0,0.0,0.0,0.0
3049,0.9570,-0.2845,-0.0274,0.0492,0.25,-5.49,8.44,-0.0098,0.0049,-0.0037,246.93,-12.64,-31.88,51.09,0,0.0,0.0,0.0,0.0
3067,0.9571,-0.2843,-0.0273,0.0491,0.25,-5.53,8.51,0.0061,0.0024,-0.0037,246.65,-10.87,-31.88,51.07,0,0.0,0.0,0.0,0.0
3091,0.9570,-0.2846,-0.0274,0.0491,0.26,-5.53,8.41,-0.0305,0.0073,-0.0024,246.32,-12.15,-31.89,51.11,0,0.0,0.0,0.0,0.0
3110,0.9570,-0.2845,-0.0274,0.0491,0.24,-5.51,8.43,0.0134,0.0037,-0.0012,246.64,-11.88,-31.70,51.11,0,0.0,0.0,0.0,0.0
3128,0.9570,-0.2844,-0.0273,0.0490,0.25,-5.50,8.43,0.0098,0.0037,-0.0024,247.03,-11.79,-31.26,51.08,0,0.0,0.0,0.0,0.0
3152,0.9570,-0.2845,-0.0273,0.0490,0.25,-5.52,8.43,-0.0183,0.0110,-0.0024,246.81,-11.58,-32.05,51.12,0,0.0,0.0,0.0,0.0
3170,0.9570,-0.2845,-0.0273,0.0488,0.26,-5.52,8.44,0.0024,0.0012,-0.0049,247.03,-10.92,-31.91,51.12,0,0.0,0.0,0.0,0.0
3189,0.9570,-0.2846,-0.0273,0.0490,0.25,-5.49,8.38,-0.0147,0.0073,-0.0024,246.76,-11.60,-33.12,51.14,0,0.0,0.0,0.0,0.0
3213,0.9570,-0.2846,-0.0273,0.0490,0.24,-5.51,8.45,-0.0086,0.0037,-0.0049,246.62,-12.00,-31.82,51.06,0,0.0,0.0,0.0,0.0
3231,0.9570,-0.2845,-0.0274,0.0490,0.26,-5.52,8.44,-0.0024,0.0061,-0.0024,247.00,-12.12,-31.60,51.06,0,0.0,0.0,0.0,0.0
3250,0.9570,-0.2846,-0.0274,0.0491,0.25,-5.51,8.42,-0.0110,0.0049,-0.0037,246.64,-11.98,-33.05,51.05,1,34.067745,-118.449165,0.00,0.00
3274,0.9570,-0.2845,-0.0275,0.0492,0.26,-5.50,8.45,-0.0049,0.0049,-0.0037,246.23,-12.01,-32.21,51.09,1,34.067745,-118.449165,0.00,0.00
3293,0.9570,-0.2845,-0.0275,0.0492,0.25,-5.52,8.44,-0.0086,0.0061,-0.0037,246.39,-11.85,-32.45,51.12,1,34.067745,-118.449165,0.00,0.00
3311,0.9570,-0.2845,-0.0274,0.0491,0.25,-5.51,8.45,-0.0073,0.0073,-0.0037,247.24,-11.78,-30.91,51.12,1,34.067745,-118.449165,0.00,0.00
3336,0.9570,-0.2845,-0.0274,0.0493,0.24,-5.50,8.42,-0.0037,0.0049,-0.0024,247.41,-12.44,-32.68,51.18,1,34.067745,-118.449165,0.00,0.00
