ms,qw,qx,qy,qz,ax,ay,az,gx,gy,gz,mx,my,mz,alt,gps_fix,lat,lon,speed,heading
3800,0.9538,0.0125,0.0051,-0.3,-1.02,-0.39,10.04,0.0043,-0.0332,-0.0634,-28.61,-41.0,30,112.95,1,49.025371,8.357066,13.0,124.91
3900,0.9537,0.0127,0.0051,-0.3004,-1.15,-0.37,10.05,0.0103,-0.0267,-0.0654,-28.65,-40.98,30,112.95,1,49.025367,8.357073,12.98,124.95
4000,0.9536,0.013,0.005,-0.3008,-1.58,-0.31,10.0,0.0176,-0.0223,-0.0689,-28.68,-40.96,30,112.95,1,49.025364,8.357081,12.96,125.0
4100,0.9535,0.0131,0.0046,-0.3012,-1.75,-0.1,10.02,0.0228,-0.0286,-0.0715,-28.72,-40.93,30,112.95,1,49.02536,8.357088,12.93,125.05
4200,0.9533,0.0131,0.0043,-0.3016,-1.53,-0.06,9.82,0.0204,-0.0333,-0.0735,-28.75,-40.91,30,112.95,1,49.025357,8.357096,12.9,125.1
4300,0.9532,0.0128,0.0041,-0.302,-1.32,-0.39,9.67,0.0127,-0.0377,-0.0746,-28.79,-40.88,30,112.95,1,49.025353,8.357103,12.88,125.15
4400,0.9531,0.0127,0.0036,-0.3024,-1.2,-0.97,9.85,0.0101,-0.0465,-0.0737,-28.82,-40.86,30,112.95,1,49.02535,8.357111,12.86,125.19
4500,0.953,0.0129,0.0031,-0.3027,-1.12,-1.01,10.04,0.0204,-0.0512,-0.0741,-28.85,-40.84,30,112.95,1,49.025346,8.357118,12.84,125.24
4600,0.9529,0.0134,0.0029,-0.3031,-1.21,-0.59,9.88,0.032,-0.0467,-0.0737,-28.88,-40.82,30,112.95,1,49.025343,8.357125,12.82,125.28
4700,0.9527,0.0135,0.0024,-0.3035,-1.28,-0.38,9.86,0.0341,-0.0522,-0.0747,-28.91,-40.79,30,112.95,1,49.025339,8.357133,12.8,125.33
4800,0.9526,0.0135,0.0019,-0.3039,-1.21,-0.24,10.2,0.0351,-0.0582,-0.0759,-28.95,-40.77,30,112.95,1,49.025336,8.35714,12.78,125.38
4900,0.9525,0.0137,0.002,-0.3043,-1.22,-0.1,10.19,0.0337,-0.047,-0.0774,-28.98,-40.74,30,112.94,1,49.025333,8.357148,12.76,125.42
5000,0.9523,0.0136,0.0019,-0.3047,-1.23,0.03,9.92,0.028,-0.0435,-0.0801,-29.02,-40.72,30,112.94,1,49.025329,8.357155,12.74,125.48
5100,0.9522,0.0133,0.0016,-0.3052,-1.2,-0.05,9.81,0.0179,-0.0486,-0.0832,-29.06,-40.69,30,112.94,1,49.025326,8.357162,12.72,125.54
5200,0.952,0.013,0.0015,-0.3057,-1.41,-0.21,9.89,0.0087,-0.0477,-0.0854,-29.1,-40.66,30,112.94,1,49.025322,8.357169,12.69,125.6
5300,0.9519,0.0129,0.0012,-0.3061,-1.54,-0.09,9.84,0.0051,-0.0483,-0.0863,-29.14,-40.63,30,112.94,1,49.025319,8.357177,12.67,125.65
5400,0.9518,0.0126,0.001,-0.3066,-1.29,0.11,9.74,-0.0022,-0.0517,-0.0864,-29.18,-40.6,30,112.94,1,49.025315,8.357184,12.64,125.7
5500,0.9516,0.0121,0.0009,-0.307,-1.05,-0.06,9.64,-0.0139,-0.0507,-0.0868,-29.21,-40.58,30,112.94,1,49.025312,8.357191,12.63,125.75
5600,0.9515,0.0118,0.0009,-0.3074,-1.17,-0.27,9.54,-0.021,-0.0461,-0.0862,-29.25,-40.55,30,112.94,1,49.025309,8.357198,12.61,125.8
5700,0.9514,0.0116,0.0006,-0.3078,-1.26,-0.52,9.52,-0.021,-0.0505,-0.0864,-29.28,-40.53,30,112.94,1,49.025305,8.357206,12.58,125.85
5800,0.9512,0.0116,-0.0001,-0.3082,-1.21,-0.55,9.56,-0.0096,-0.062,-0.0866,-29.32,-40.5,30,112.94,1,49.025302,8.357213,12.56,125.9
5900,0.9511,0.0118,-0.0006,-0.3087,-1.34,-0.35,9.99,0.0005,-0.0648,-0.0876,-29.36,-40.47,30,112.94,1,49.025298,8.35722,12.54,125.96
6000,0.9509,0.0119,-0.0008,-0.3092,-1.42,0.01,10.33,0.0063,-0.0622,-0.0896,-29.4,-40.44,30,112.94,1,49.025295,8.357227,12.51,126.02
6100,0.9508,0.0118,-0.0009,-0.3097,-1.2,0.15,10.29,0.0032,-0.0569,-0.0918,-29.44,-40.41,30,112.94,1,49.025291,8.357234,12.49,126.08
6200,0.9506,0.0115,-0.0008,-0.3102,-1.08,0.07,10.11,-0.0061,-0.0482,-0.0947,-29.49,-40.38,30,112.94,1,49.025288,8.357241,12.47,126.14
6300,0.9504,0.0113,-0.0008,-0.3107,-1.15,0.01,9.84,-0.0116,-0.0436,-0.0974,-29.53,-40.35,30,112.94,1,49.025285,8.357248,12.45,126.2
6400,0.9502,0.011,-0.0013,-0.3113,-1.07,-0.14,9.86,-0.0148,-0.0527,-0.1011,-29.58,-40.31,30,112.94,1,49.025281,8.357256,12.43,126.28
6500,0.9501,0.0107,-0.0017,-0.3118,-0.92,-0.26,10.12,-0.0149,-0.0579,-0.1022,-29.63,-40.28,30,112.94,1,49.025278,8.357263,12.42,126.34
6600,0.9499,0.0108,-0.0015,-0.3124,-1.02,-0.13,10.26,-0.013,-0.0457,-0.1033,-29.67,-40.24,30,112.94,1,49.025274,8.35727,12.4,126.4
6700,0.9497,0.0106,-0.0014,-0.3129,-1.09,-0.03,10.01,-0.0157,-0.0366,-0.1066,-29.72,-40.21,30,112.94,1,49.025271,8.357277,12.38,126.47
6800,0.9495,0.0103,-0.0015,-0.3135,-0.95,-0.03,9.66,-0.0231,-0.0366,-0.1093,-29.77,-40.17,30,112.94,1,49.025268,8.357284,12.36,126.55
6900,0.9493,0.0099,-0.0015,-0.3141,-0.9,-0.25,9.35,-0.03,-0.0349,-0.1098,-29.82,-40.14,30,112.94,1,49.025264,8.357291,12.34,126.61
7000,0.9492,0.0098,-0.0017,-0.3146,-0.94,-0.66,9.2,-0.0273,-0.0377,-0.1108,-29.87,-40.1,30,112.94,1,49.025261,8.357298,12.33,126.68
7100,0.949,0.0097,-0.0025,-0.3152,-0.91,-0.9,9.65,-0.0175,-0.055,-0.112,-29.91,-40.06,30,112.94,1,49.025258,8.357305,12.31,126.75
7200,0.9488,0.01,-0.0028,-0.3158,-0.94,-0.5,10.2,-0.0027,-0.0538,-0.1127,-29.96,-40.03,30,112.94,1,49.025254,8.357312,12.29,126.82
7300,0.9486,0.0102,-0.0026,-0.3164,-0.99,0.06,10.28,0.001,-0.0367,-0.1152,-30.01,-39.99,30,112.94,1,49.025251,8.357319,12.28,126.89
7400,0.9484,0.0098,-0.0025,-0.317,-0.92,-0.04,10.22,-0.0127,-0.0348,-0.1168,-30.06,-39.95,30,112.94,1,49.025247,8.357326,12.26,126.96
7500,0.9482,0.0094,-0.0025,-0.3176,-0.8,-0.38,10.29,-0.0223,-0.0337,-0.1199,-30.12,-39.91,30,112.94,1,49.025244,8.357333,12.24,127.04
7600,0.948,0.0093,-0.0022,-0.3182,-0.75,-0.73,10.12,-0.0233,-0.0208,-0.1206,-30.17,-39.87,30,112.94,1,49.025241,8.35734,12.23,127.11
7700,0.9478,0.0093,-0.0025,-0.3188,-0.75,-0.85,10.34,-0.0171,-0.025,-0.1215,-30.22,-39.83,30,112.94,1,49.025237,8.357347,12.22,127.18
7800,0.9476,0.0094,-0.0028,-0.3194,-0.66,-0.76,10.87,-0.009,-0.0308,-0.1216,-30.27,-39.8,30,112.94,1,49.025234,8.357353,12.2,127.26
7900,0.9473,0.0097,-0.0024,-0.3201,-0.68,-0.49,10.9,-0.003,-0.0099,-0.1244,-30.32,-39.76,30,112.94,1,49.02523,8.35736,12.19,127.33
8000,0.9471,0.0098,-0.0019,-0.3207,-0.83,-0.37,10.42,-0.0046,0.0067,-0.1275,-30.38,-39.71,30,112.94,1,49.025227,8.357367,12.18,127.42
8100,0.9469,0.0095,-0.0021,-0.3214,-0.78,-0.76,10.36,-0.009,-0.0038,-0.1284,-30.43,-39.67,30,112.94,1,49.025224,8.357374,12.16,127.49
8200,0.9467,0.0096,-0.0022,-0.322,-0.67,-1.37,10.51,-0.0043,-0.0046,-0.129,-30.49,-39.63,30,112.94,1,49.02522,8.357381,12.15,127.57
8300,0.9465,0.0103,-0.0021,-0.3227,-0.87,-1.63,10.9,0.0137,0.0044,-0.1301,-30.54,-39.59,30,112.94,1,49.025217,8.357388,12.13,127.65
8400,0.9462,0.0109,-0.0024,-0.3233,-1.04,-1.09,11.44,0.0322,0.0018,-0.1316,-30.6,-39.55,30,112.95,1,49.025213,8.357395,12.11,127.73
8500,0.946,0.0113,-0.0022,-0.3239,-0.67,-0.55,11.42,0.0357,0.0104,-0.132,-30.65,-39.51,30,112.95,1,49.02521,8.357401,12.1,127.8
8600,0.9458,0.0114,-0.0013,-0.3247,-0.43,-0.57,10.93,0.0253,0.0333,-0.1354,-30.71,-39.46,30,112.95,1,49.025207,8.357408,12.09,127.89
8700,0.9455,0.0112,-0.0008,-0.3253,-0.65,-0.97,10.67,0.0116,0.0414,-0.1348,-30.76,-39.42,30,112.95,1,49.025203,8.357415,12.08,127.97
8800,0.9454,0.0113,-0.0005,-0.3259,-0.78,-1.26,10.32,0.0086,0.0455,-0.1327,-30.81,-39.38,30,112.95,1,49.0252,8.357422,12.07,128.03
8900,0.9452,0.0115,-0.0002,-0.3264,-0.68,-1.66,9.91,0.0107,0.0469,-0.129,-30.85,-39.35,30,112.95,1,49.025196,8.357428,12.05,128.09
9000,0.945,0.0119,-0.0004,-0.3269,-0.76,-1.8,9.97,0.0226,0.04,-0.128,-30.9,-39.31,30,112.95,1,49.025193,8.357435,12.04,128.17
9100,0.9448,0.0126,-0.0003,-0.3275,-1.0,-1.16,10.11,0.04,0.0432,-0.1274,-30.94,-39.27,30,112.96,1,49.025189,8.357442,12.02,128.24
9200,0.9445,0.0131,0.0,-0.3281,-1.0,-0.57,9.63,0.0447,0.0503,-0.1276,-30.99,-39.23,30,112.96,1,49.025186,8.357448,12.01,128.31
9300,0.9443,0.013,-0.0001,-0.3288,-0.83,-0.51,9.4,0.0361,0.0387,-0.1288,-31.05,-39.19,30,112.96,1,49.025182,8.357455,11.99,128.39
9400,0.9441,0.013,0.0001,-0.3294,-0.74,-0.81,9.42,0.0282,0.0372,-0.1288,-31.1,-39.15,30,112.96,1,49.025179,8.357461,11.98,128.46
9500,0.9439,0.0133,0.0005,-0.33,-0.86,-1.02,9.18,0.0296,0.0465,-0.1282,-31.15,-39.11,30,112.96,1,49.025175,8.357468,11.96,128.53
9600,0.9437,0.0136,0.0002,-0.3306,-1.05,-0.97,9.38,0.0365,0.0339,-0.1288,-31.2,-39.07,30,112.96,1,49.025172,8.357475,11.94,128.61
9700,0.9434,0.0139,-0.0004,-0.3312,-0.98,-0.62,10.01,0.0445,0.0138,-0.1292,-31.25,-39.03,30,112.96,1,49.025169,8.357481,11.93,128.68
9800,0.9432,0.0143,-0.0002,-0.3319,-0.87,0.1,10.34,0.0489,0.0214,-0.131,-31.31,-38.99,30,112.96,1,49.025165,8.357488,11.91,128.76
9900,0.943,0.0144,0.0004,-0.3326,-0.81,0.4,10.12,0.0377,0.035,-0.1346,-31.37,-38.94,30,112.96,1,49.025162,8.357494,11.9,128.85
10000,0.9427,0.0142,0.0008,-0.3333,-0.83,0.23,9.99,0.0212,0.0385,-0.1367,-31.42,-38.89,30,112.96,1,49.025158,8.357501,11.88,128.94
10100,0.9425,0.014,0.0012,-0.334,-0.88,-0.28,9.78,0.0092,0.0407,-0.137,-31.48,-38.85,30,112.96,1,49.025155,8.357507,11.87,129.01
10200,0.9423,0.0141,0.0012,-0.3346,-0.75,-0.8,9.64,0.0115,0.0364,-0.1368,-31.53,-38.81,30,112.96,1,49.025151,8.357514,11.85,129.09
10300,0.942,0.0144,0.0008,-0.3353,-0.64,-0.94,9.93,0.023,0.0247,-0.1377,-31.59,-38.76,30,112.96,1,49.025148,8.35752,11.84,129.18
10400,0.9417,0.0151,0.0008,-0.336,-0.83,-0.32,10.26,0.0387,0.0276,-0.1393,-31.64,-38.71,30,112.96,1,49.025144,8.357527,11.83,129.26
10500,0.9415,0.0154,0.0013,-0.3367,-0.99,0.38,9.93,0.038,0.0384,-0.1417,-31.7,-38.67,30,112.96,1,49.025141,8.357533,11.81,129.35
10600,0.9412,0.0151,0.0014,-0.3375,-0.87,0.34,9.69,0.0215,0.0321,-0.1439,-31.76,-38.62,30,112.96,1,49.025137,8.35754,11.8,129.44
10700,0.941,0.0147,0.0015,-0.3382,-0.76,-0.2,9.76,0.0059,0.0273,-0.1462,-31.82,-38.57,30,112.96,1,49.025134,8.357546,11.78,129.53
10800,0.9407,0.0148,0.0021,-0.3389,-0.86,-0.58,9.59,0.0037,0.0398,-0.1475,-31.88,-38.52,30,112.96,1,49.02513,8.357553,11.77,129.62
10900,0.9404,0.0149,0.0021,-0.3396,-0.87,-0.69,9.44,0.005,0.0335,-0.1482,-31.94,-38.47,30,112.96,1,49.025127,8.357559,11.76,129.7
11000,0.9402,0.0148,0.0018,-0.3403,-0.71,-0.52,9.56,0.0056,0.0197,-0.1478,-32.0,-38.42,30,112.96,1,49.025123,8.357565,11.74,129.79
11100,0.9399,0.0149,0.0021,-0.3411,-0.72,-0.32,9.56,0.0031,0.0267,-0.1487,-32.06,-38.37,30,112.96,1,49.02512,8.357572,11.73,129.88
11200,0.9397,0.0148,0.0025,-0.3417,-0.95,-0.22,9.46,-0.0034,0.0317,-0.1485,-32.11,-38.32,30,112.96,1,49.025117,8.357578,11.72,129.96
11300,0.9394,0.0144,0.0024,-0.3425,-0.98,-0.39,9.54,-0.0123,0.0213,-0.1493,-32.17,-38.27,30,112.96,1,49.025113,8.357585,11.7,130.05
11400,0.9392,0.0143,0.0027,-0.3432,-0.83,-0.59,9.4,-0.015,0.0231,-0.1492,-32.23,-38.23,30,112.96,1,49.02511,8.357591,11.69,130.13
11500,0.9389,0.0144,0.0029,-0.3439,-0.8,-0.73,9.09,-0.0133,0.0271,-0.1498,-32.29,-38.18,30,112.96,1,49.025106,8.357597,11.67,130.22
11600,0.9386,0.0143,0.0027,-0.3446,-0.77,-0.76,9.14,-0.0112,0.0162,-0.1493,-32.34,-38.13,30,112.97,1,49.025103,8.357604,11.66,130.31
11700,0.9384,0.0143,0.0026,-0.3453,-0.7,-0.7,9.28,-0.0097,0.0102,-0.1494,-32.4,-38.08,30,112.97,1,49.025099,8.35761,11.65,130.39
11800,0.9381,0.0143,0.0028,-0.346,-0.72,-0.61,9.19,-0.0091,0.0146,-0.1501,-32.46,-38.03,30,112.97,1,49.025096,8.357616,11.64,130.48
11900,0.9379,0.0142,0.0028,-0.3467,-0.8,-0.61,9.17,-0.0122,0.0105,-0.1503,-32.52,-37.98,30,112.97,1,49.025092,8.357622,11.63,130.57
12000,0.9376,0.014,0.0027,-0.3475,-0.81,-0.68,9.24,-0.0138,0.0051,-0.1524,-32.58,-37.93,30,112.97,1,49.025089,8.357629,11.61,130.66
12100,0.9373,0.014,0.0028,-0.3482,-0.79,-0.7,9.12,-0.0124,0.006,-0.154,-32.64,-37.88,30,112.97,1,49.025085,8.357635,11.6,130.75
12200,0.937,0.0139,0.0027,-0.349,-0.74,-0.66,9.07,-0.0109,0.0017,-0.1539,-32.7,-37.83,30,112.97,1,49.025082,8.357641,11.59,130.84
12300,0.9367,0.0138,0.0025,-0.3498,-0.67,-0.6,9.22,-0.0119,-0.0066,-0.1559,-32.76,-37.77,30,112.97,1,49.025078,8.357647,11.58,130.94
12400,0.9364,0.0136,0.0026,-0.3505,-0.66,-0.66,9.27,-0.0141,-0.0049,-0.1573,-32.83,-37.72,30,112.97,1,49.025075,8.357654,11.57,131.03
12500,0.9361,0.0135,0.0026,-0.3513,-0.73,-0.74,9.26,-0.0158,-0.0048,-0.1595,-32.89,-37.66,30,112.97,1,49.025071,8.35766,11.56,131.13
12600,0.9359,0.0133,0.0025,-0.3521,-0.78,-0.75,9.32,-0.0168,-0.0098,-0.1608,-32.95,-37.6,30,112.97,1,49.025068,8.357666,11.54,131.23
12700,0.9355,0.0133,0.0024,-0.3529,-0.78,-0.71,9.35,-0.0151,-0.0115,-0.1627,-33.02,-37.55,30,112.97,1,49.025064,8.357672,11.53,131.33
12800,0.9352,0.0132,0.0023,-0.3538,-0.77,-0.64,9.36,-0.0123,-0.0134,-0.1647,-33.09,-37.49,30,112.97,1,49.025061,8.357678,11.52,131.43
12900,0.9349,0.013,0.0021,-0.3546,-0.72,-0.59,9.51,-0.014,-0.0199,-0.167,-33.15,-37.43,30,112.97,1,49.025057,8.357684,11.51,131.54
13000,0.9346,0.0129,0.0021,-0.3554,-0.65,-0.64,9.59,-0.0147,-0.0199,-0.168,-33.22,-37.37,30,112.97,1,49.025054,8.357691,11.5,131.64
13100,0.9343,0.0128,0.0021,-0.3563,-0.64,-0.71,9.59,-0.0164,-0.0186,-0.1708,-33.29,-37.31,30,112.97,1,49.02505,8.357697,11.49,131.74
13200,0.9339,0.0126,0.0019,-0.3572,-0.67,-0.79,9.65,-0.0169,-0.0213,-0.1734,-33.36,-37.24,30,112.97,1,49.025047,8.357703,11.48,131.85
13300,0.9336,0.0125,0.0018,-0.3581,-0.68,-0.84,9.71,-0.0164,-0.0226,-0.1756,-33.43,-37.18,30,112.97,1,49.025043,8.357709,11.47,131.96
13400,0.9333,0.0124,0.0017,-0.3589,-0.66,-0.88,9.75,-0.0137,-0.0228,-0.1771,-33.5,-37.12,30,112.97,1,49.02504,8.357715,11.46,132.07
13500,0.9329,0.0124,0.0016,-0.3598,-0.63,-0.83,9.83,-0.0109,-0.025,-0.1792,-33.57,-37.05,30,112.97,1,49.025036,8.357721,11.45,132.18
13600,0.9326,0.0124,0.0014,-0.3608,-0.58,-0.76,9.89,-0.0084,-0.0254,-0.1831,-33.65,-36.98,30,112.97,1,49.025033,8.357727,11.44,132.29
13700,0.9322,0.0123,0.0014,-0.3617,-0.55,-0.76,9.81,-0.0081,-0.0231,-0.1854,-33.72,-36.92,30,112.97,1,49.025029,8.357733,11.43,132.41
13800,0.9318,0.0122,0.0013,-0.3627,-0.55,-0.86,9.76,-0.0096,-0.024,-0.1889,-33.8,-36.85,30,112.97,1,49.025026,8.357739,11.42,132.53
13900,0.9315,0.012,0.0011,-0.3637,-0.5,-0.99,9.8,-0.0097,-0.0286,-0.1912,-33.87,-36.78,30,112.97,1,49.025022,8.357745,11.41,132.65
14000,0.9311,0.012,0.001,-0.3646,-0.48,-1.02,9.85,-0.0084,-0.0286,-0.193,-33.95,-36.71,30,112.97,1,49.025019,8.357751,11.41,132.76
14100,0.9307,0.0119,0.0009,-0.3656,-0.51,-0.95,9.88,-0.0072,-0.0268,-0.1952,-34.03,-36.64,30,112.97,1,49.025015,8.357757,11.4,132.88
14200,0.9303,0.0118,0.0007,-0.3666,-0.5,-0.87,9.92,-0.0064,-0.0292,-0.1977,-34.1,-36.56,30,112.97,1,49.025011,8.357763,11.39,133.01
14300,0.9299,0.0117,0.0007,-0.3676,-0.47,-0.86,9.94,-0.0082,-0.0283,-0.2003,-34.18,-36.49,30,112.97,1,49.025008,8.357769,11.38,133.13
14400,0.9295,0.0116,0.0007,-0.3686,-0.46,-0.92,9.88,-0.0096,-0.0258,-0.2026,-34.26,-36.42,30,112.97,1,49.025004,8.357775,11.38,133.25
14500,0.9291,0.0114,0.0005,-0.3695,-0.42,-1.0,9.9,-0.0101,-0.0289,-0.2036,-34.34,-36.34,30,112.97,1,49.025001,8.357781,11.37,133.37
14600,0.9287,0.0113,0.0003,-0.3705,-0.38,-1.05,9.98,-0.0097,-0.0298,-0.2052,-34.42,-36.27,30,112.97,1,49.024997,8.357787,11.37,133.5
14700,0.9283,0.0113,0.0003,-0.3716,-0.35,-1.03,10.03,-0.0083,-0.0279,-0.2073,-34.5,-36.2,30,112.97,1,49.024994,8.357792,11.36,133.62
14800,0.9279,0.0113,0.0002,-0.3726,-0.35,-0.95,10.04,-0.0073,-0.0263,-0.2102,-34.58,-36.12,30,112.97,1,49.02499,8.357798,11.36,133.75
14900,0.9275,0.0112,0.0001,-0.3737,-0.32,-0.94,10.08,-0.0083,-0.0261,-0.2119,-34.66,-36.04,30,112.97,1,49.024986,8.357804,11.35,133.88
15000,0.9271,0.0111,0.0002,-0.3747,-0.29,-0.92,10.03,-0.01,-0.0229,-0.2152,-34.74,-35.96,30,112.98,1,49.024983,8.35781,11.35,134.01
15100,0.9266,0.011,0.0002,-0.3758,-0.29,-0.91,9.95,-0.0105,-0.0208,-0.2185,-34.83,-35.88,30,112.98,1,49.024979,8.357816,11.34,134.15
15200,0.9262,0.0108,0.0001,-0.377,-0.3,-0.94,9.97,-0.0124,-0.0221,-0.2217,-34.91,-35.79,30,112.98,1,49.024976,8.357822,11.34,134.29
