ms,qw,qx,qy,qz,ax,ay,az,gx,gy,gz,mx,my,mz,alt,gps_fix,lat,lon,speed,heading
5500,0.3172,0.0151,0.0145,0.9481,0.56,0.23,9.48,-0.0049,0.0142,-0.0102,30.1,39.92,30,117.76,1,49.025317,8.35433,23.69,307.02
5600,0.3173,0.015,0.0145,0.9481,0.55,0.29,9.51,-0.0043,0.0151,-0.0103,30.11,39.92,30,117.76,1,49.025324,8.354317,23.69,307.03
5700,0.3173,0.0149,0.0145,0.9481,0.56,0.3,9.49,-0.0055,0.0146,-0.0104,30.11,39.91,30,117.77,1,49.025331,8.354303,23.7,307.03
5800,0.3174,0.0149,0.0145,0.9481,0.57,0.27,9.61,-0.0057,0.0124,-0.0109,30.12,39.91,30,117.77,1,49.025337,8.35429,23.71,307.04
5900,0.3175,0.0147,0.0145,0.948,0.55,0.28,9.59,-0.0059,0.0154,-0.011,30.12,39.91,30,117.78,1,49.025344,8.354277,23.72,307.05
6000,0.3175,0.0147,0.0145,0.948,0.54,0.23,9.51,-0.0058,0.0144,-0.0106,30.13,39.9,30,117.78,1,49.025351,8.354263,23.73,307.05
6100,0.3176,0.0147,0.0145,0.948,0.55,0.15,9.58,-0.0044,0.0108,-0.0109,30.13,39.9,30,117.79,1,49.025357,8.35425,23.73,307.06
6200,0.3176,0.0147,0.0145,0.948,0.55,0.12,9.62,-0.0019,0.01,-0.0109,30.14,39.9,30,117.79,1,49.025364,8.354237,23.74,307.07
6300,0.3177,0.0147,0.0147,0.948,0.54,0.13,9.67,0.002,0.0096,-0.0117,30.14,39.89,30,117.8,1,49.025371,8.354223,23.75,307.08
6400,0.3177,0.0148,0.0148,0.948,0.57,0.21,9.73,0.0063,0.0071,-0.0107,30.15,39.89,30,117.8,1,49.025377,8.35421,23.76,307.08
6500,0.3178,0.0148,0.0149,0.9479,0.59,0.22,9.75,0.0078,0.0081,-0.0115,30.15,39.89,30,117.8,1,49.025384,8.354196,23.76,307.09
6600,0.3179,0.0147,0.015,0.9479,0.57,0.17,9.74,0.0076,0.0097,-0.0128,30.16,39.88,30,117.81,1,49.02539,8.354183,23.77,307.1
6700,0.318,0.0147,0.015,0.9479,0.55,0.17,9.71,0.0072,0.0078,-0.0124,30.16,39.88,30,117.81,1,49.025397,8.35417,23.78,307.11
6800,0.318,0.0147,0.015,0.9479,0.57,0.19,9.74,0.0071,0.0069,-0.0126,30.17,39.87,30,117.82,1,49.025404,8.354156,23.79,307.11
6900,0.318,0.0147,0.0151,0.9478,0.54,0.21,9.7,0.0064,0.0079,-0.0111,30.17,39.87,30,117.82,1,49.02541,8.354143,23.79,307.12
7000,0.3181,0.0147,0.015,0.9478,0.53,0.17,9.76,0.0043,0.0057,-0.0117,30.18,39.87,30,117.83,1,49.025417,8.354129,23.8,307.13
7100,0.3182,0.0146,0.015,0.9478,0.55,0.19,9.73,0.0039,0.0058,-0.0114,30.18,39.86,30,117.83,1,49.025424,8.354116,23.81,307.13
7200,0.3182,0.0145,0.0151,0.9478,0.54,0.22,9.55,0.0025,0.0084,-0.0116,30.19,39.86,30,117.84,1,49.025431,8.354103,23.82,307.14
7300,0.3183,0.0146,0.015,0.9478,0.52,0.19,9.48,0.0012,0.0055,-0.0116,30.19,39.86,30,117.84,1,49.025437,8.354089,23.82,307.15
7400,0.3183,0.0146,0.015,0.9478,0.54,0.1,9.45,0.0003,0.0018,-0.0113,30.2,39.85,30,117.84,1,49.025444,8.354076,23.83,307.15
7500,0.3184,0.0147,0.015,0.9477,0.58,0.09,9.47,0.0019,-0.0001,-0.0107,30.2,39.85,30,117.85,1,49.025451,8.354062,23.84,307.16
7600,0.3184,0.0147,0.0151,0.9477,0.56,0.16,9.46,0.0035,-0.0006,-0.0104,30.2,39.85,30,117.86,1,49.025457,8.354049,23.85,307.16
7700,0.3184,0.0148,0.0151,0.9477,0.5,0.26,9.51,0.004,-0.0009,-0.0101,30.21,39.84,30,117.86,1,49.025464,8.354036,23.85,307.17
7800,0.3185,0.0149,0.015,0.9477,0.54,0.26,9.53,0.0025,-0.004,-0.0105,30.21,39.84,30,117.87,1,49.025471,8.354022,23.86,307.18
7900,0.3186,0.0149,0.015,0.9477,0.58,0.24,9.57,0.0025,-0.005,-0.0105,30.22,39.84,30,117.87,1,49.025477,8.354009,23.87,307.18
8000,0.3186,0.015,0.015,0.9476,0.55,0.22,9.66,0.002,-0.0061,-0.0108,30.22,39.83,30,117.87,1,49.025484,8.353995,23.88,307.19
8100,0.3187,0.015,0.0151,0.9476,0.54,0.19,9.73,0.0033,-0.0061,-0.0117,30.23,39.83,30,117.88,1,49.025491,8.353982,23.88,307.2
8200,0.3187,0.0151,0.015,0.9476,0.55,0.16,9.83,0.0031,-0.0082,-0.0107,30.23,39.83,30,117.88,1,49.025497,8.353968,23.89,307.2
8300,0.3188,0.0152,0.0151,0.9476,0.57,0.17,9.88,0.0054,-0.0074,-0.0107,30.24,39.82,30,117.89,1,49.025504,8.353955,23.9,307.21
8400,0.3189,0.0152,0.0152,0.9476,0.55,0.23,9.88,0.0062,-0.0058,-0.0111,30.24,39.82,30,117.89,1,49.025511,8.353942,23.91,307.22
8500,0.3189,0.0152,0.0152,0.9476,0.54,0.22,9.87,0.006,-0.0053,-0.0099,30.24,39.82,30,117.9,1,49.025518,8.353928,23.91,307.22
8600,0.3189,0.0153,0.0152,0.9475,0.56,0.14,9.88,0.0061,-0.007,-0.01,30.25,39.81,30,117.9,1,49.025524,8.353915,23.92,307.23
8700,0.319,0.0153,0.0153,0.9475,0.57,0.1,9.9,0.008,-0.007,-0.0097,30.25,39.81,30,117.91,1,49.025531,8.353901,23.93,307.23
8800,0.319,0.0154,0.0154,0.9475,0.56,0.12,9.87,0.01,-0.0072,-0.0102,30.26,39.81,30,117.91,1,49.025538,8.353888,23.94,307.24
8900,0.319,0.0155,0.0154,0.9475,0.56,0.17,9.9,0.0111,-0.0086,-0.0093,30.26,39.8,30,117.91,1,49.025545,8.353874,23.94,307.24
9000,0.3191,0.0156,0.0155,0.9475,0.56,0.19,9.88,0.0109,-0.009,-0.0095,30.26,39.8,30,117.92,1,49.025551,8.353861,23.95,307.25
9100,0.3192,0.0156,0.0154,0.9474,0.53,0.2,9.88,0.0094,-0.0095,-0.01,30.27,39.8,30,117.93,1,49.025558,8.353848,23.96,307.26
9200,0.3192,0.0157,0.0154,0.9474,0.52,0.24,9.9,0.0075,-0.0112,-0.0101,30.27,39.79,30,117.93,1,49.025565,8.353834,23.96,307.26
9300,0.3193,0.0158,0.0154,0.9474,0.54,0.22,9.96,0.0062,-0.0124,-0.0098,30.28,39.79,30,117.94,1,49.025572,8.353821,23.97,307.27
9400,0.3193,0.0159,0.0154,0.9474,0.56,0.28,9.98,0.0073,-0.0134,-0.0097,30.28,39.79,30,117.94,1,49.025578,8.353807,23.98,307.28
9500,0.3193,0.0159,0.0154,0.9474,0.55,0.31,9.95,0.0057,-0.0116,-0.0085,30.28,39.79,30,117.94,1,49.025585,8.353794,23.99,307.28
9600,0.3194,0.016,0.0153,0.9474,0.56,0.25,9.92,0.0044,-0.012,-0.009,30.29,39.78,30,117.95,1,49.025592,8.35378,23.99,307.28
9700,0.3195,0.0161,0.0154,0.9473,0.58,0.18,9.92,0.0053,-0.014,-0.0096,30.29,39.78,30,117.96,1,49.025599,8.353767,24.0,307.29
9800,0.3195,0.0162,0.0154,0.9473,0.58,0.21,9.9,0.0067,-0.0135,-0.0096,30.3,39.77,30,117.96,1,49.025605,8.353753,24.01,307.3
9900,0.3196,0.0163,0.0155,0.9473,0.57,0.3,9.89,0.0093,-0.0128,-0.01,30.3,39.77,30,117.97,1,49.025612,8.35374,24.02,307.31
10000,0.3196,0.0164,0.0155,0.9473,0.61,0.34,9.9,0.0094,-0.015,-0.011,30.31,39.76,30,117.97,1,49.025619,8.353726,24.03,307.32
10100,0.3197,0.0164,0.0155,0.9472,0.62,0.3,9.9,0.008,-0.0131,-0.0117,30.32,39.76,30,117.98,1,49.025626,8.353713,24.03,307.33
10200,0.3198,0.0164,0.0155,0.9472,0.59,0.26,9.84,0.0061,-0.01,-0.0129,30.33,39.75,30,117.99,1,49.025632,8.353699,24.04,307.34
10300,0.3198,0.0165,0.0155,0.9472,0.56,0.18,9.84,0.0058,-0.0109,-0.0119,30.33,39.75,30,117.99,1,49.025639,8.353686,24.05,307.34
10400,0.3199,0.0166,0.0155,0.9472,0.58,0.16,9.9,0.0067,-0.013,-0.0122,30.33,39.75,30,117.99,1,49.025646,8.353672,24.06,307.35
10500,0.32,0.0167,0.0156,0.9472,0.61,0.19,9.96,0.0097,-0.0125,-0.0121,30.34,39.74,30,118.01,1,49.025653,8.353659,24.06,307.36
10600,0.32,0.0167,0.0157,0.9471,0.62,0.26,10.0,0.0108,-0.0103,-0.0122,30.34,39.74,30,118.01,1,49.02566,8.353645,24.07,307.36
10700,0.3201,0.0167,0.0158,0.9471,0.59,0.25,10.02,0.0108,-0.0094,-0.0128,30.35,39.73,30,118.01,1,49.025666,8.353632,24.08,307.37
10800,0.3202,0.0167,0.0158,0.9471,0.57,0.18,10.02,0.0102,-0.0074,-0.0131,30.36,39.73,30,118.02,1,49.025673,8.353618,24.09,307.38
10900,0.3202,0.0168,0.0159,0.9471,0.58,0.09,10.02,0.0111,-0.007,-0.0121,30.36,39.73,30,118.03,1,49.02568,8.353605,24.09,307.39
11000,0.3202,0.0169,0.016,0.947,0.64,0.15,10.06,0.0144,-0.0081,-0.0115,30.36,39.73,30,118.03,1,49.025687,8.353591,24.1,307.39
11100,0.3203,0.0169,0.0161,0.947,0.68,0.25,10.08,0.015,-0.006,-0.0111,30.37,39.72,30,118.04,1,49.025694,8.353578,24.11,307.4
11200,0.3203,0.0168,0.0162,0.947,0.61,0.24,10.12,0.0146,-0.0016,-0.0107,30.37,39.72,30,118.04,1,49.0257,8.353564,24.12,307.4
11300,0.3204,0.0168,0.0162,0.947,0.58,0.15,10.18,0.0137,-0.0026,-0.0115,30.38,39.72,30,118.05,1,49.025707,8.353551,24.13,307.41
11400,0.3205,0.0168,0.0164,0.947,0.63,0.18,10.17,0.0156,-0.0009,-0.0121,30.38,39.71,30,118.06,1,49.025714,8.353537,24.14,307.42
11500,0.3205,0.0168,0.0165,0.9469,0.65,0.29,10.06,0.0171,0.0033,-0.0127,30.39,39.71,30,118.06,1,49.025721,8.353524,24.14,307.43
11600,0.3206,0.0167,0.0166,0.9469,0.64,0.29,10.06,0.015,0.0048,-0.0122,30.39,39.7,30,118.07,1,49.025728,8.35351,24.15,307.43
11700,0.3206,0.0167,0.0166,0.9469,0.65,0.16,10.16,0.0142,0.004,-0.0121,30.4,39.7,30,118.08,1,49.025735,8.353497,24.16,307.44
11800,0.3207,0.0166,0.0168,0.9469,0.67,0.16,10.18,0.015,0.009,-0.0128,30.4,39.7,30,118.08,1,49.025741,8.353483,24.17,307.45
11900,0.3208,0.0164,0.017,0.9469,0.67,0.22,10.0,0.0183,0.0151,-0.0132,30.41,39.69,30,118.08,1,49.025748,8.35347,24.18,307.46
12000,0.3208,0.0164,0.0171,0.9468,0.7,0.21,9.94,0.0179,0.0147,-0.0124,30.41,39.69,30,118.09,1,49.025755,8.353456,24.19,307.46
12100,0.3209,0.0162,0.0173,0.9468,0.72,0.19,9.86,0.0195,0.0179,-0.013,30.42,39.68,30,118.1,1,49.025762,8.353443,24.2,307.47
12200,0.321,0.016,0.0176,0.9468,0.68,0.19,9.69,0.0216,0.0243,-0.0137,30.42,39.68,30,118.1,1,49.025769,8.353429,24.21,307.48
12300,0.321,0.016,0.0177,0.9468,0.67,0.11,9.66,0.022,0.0228,-0.0128,30.43,39.68,30,118.11,1,49.025776,8.353416,24.22,307.48
12400,0.3211,0.016,0.0179,0.9467,0.69,0.02,9.75,0.0251,0.0197,-0.0141,30.43,39.67,30,118.11,1,49.025783,8.353402,24.23,307.49
12500,0.3212,0.0159,0.0183,0.9467,0.66,0.1,9.71,0.0308,0.0248,-0.0142,30.44,39.67,30,118.12,1,49.025789,8.353388,24.24,307.5
12600,0.3212,0.0157,0.0186,0.9467,0.61,0.24,9.58,0.0325,0.0274,-0.0137,30.44,39.66,30,118.13,1,49.025796,8.353375,24.25,307.51
12700,0.3213,0.0157,0.0187,0.9467,0.62,0.21,9.62,0.0311,0.0244,-0.0141,30.45,39.66,30,118.13,1,49.025803,8.353361,24.25,307.52
12800,0.3213,0.0157,0.0189,0.9466,0.65,0.08,9.7,0.0304,0.0241,-0.0142,30.45,39.66,30,118.13,1,49.02581,8.353348,24.26,307.52
12900,0.3214,0.0155,0.0192,0.9466,0.57,0.14,9.73,0.033,0.0283,-0.014,30.46,39.65,30,118.14,1,49.025817,8.353334,24.27,307.53
13000,0.3214,0.0154,0.0194,0.9466,0.51,0.27,9.7,0.0323,0.0287,-0.013,30.46,39.65,30,118.15,1,49.025824,8.353321,24.28,307.53
13100,0.3215,0.0153,0.0195,0.9466,0.49,0.3,9.72,0.03,0.0266,-0.0133,30.47,39.65,30,118.15,1,49.025831,8.353307,24.28,307.54
13200,0.3216,0.0152,0.0195,0.9466,0.47,0.3,9.68,0.026,0.0275,-0.0132,30.47,39.64,30,118.16,1,49.025838,8.353294,24.29,307.55
13300,0.3216,0.0151,0.0196,0.9466,0.45,0.27,9.57,0.0225,0.028,-0.0127,30.47,39.64,30,118.16,1,49.025845,8.35328,24.3,307.55
13400,0.3217,0.0151,0.0196,0.9465,0.51,0.15,9.6,0.0194,0.0234,-0.0128,30.48,39.64,30,118.16,1,49.025851,8.353266,24.3,307.56
13500,0.3217,0.0151,0.0198,0.9465,0.56,0.09,9.78,0.0218,0.0199,-0.012,30.48,39.63,30,118.17,1,49.025858,8.353253,24.31,307.56
13600,0.3217,0.015,0.02,0.9465,0.55,0.25,9.82,0.024,0.0239,-0.0118,30.49,39.63,30,118.17,1,49.025865,8.353239,24.32,307.57
13700,0.3218,0.0147,0.0202,0.9465,0.46,0.47,9.62,0.0238,0.0284,-0.0123,30.49,39.63,30,118.18,1,49.025872,8.353226,24.32,307.58
13800,0.3218,0.0146,0.0202,0.9465,0.4,0.47,9.44,0.0182,0.0273,-0.0116,30.49,39.63,30,118.18,1,49.025879,8.353212,24.33,307.58
13900,0.3219,0.0146,0.0201,0.9464,0.43,0.25,9.31,0.0123,0.0224,-0.0117,30.5,39.62,30,118.19,1,49.025886,8.353199,24.33,307.59
14000,0.322,0.0146,0.0201,0.9464,0.39,0.14,9.22,0.0126,0.0187,-0.0118,30.5,39.62,30,118.19,1,49.025893,8.353185,24.34,307.59
14100,0.322,0.0147,0.0202,0.9464,0.34,0.2,9.05,0.0142,0.014,-0.0114,30.51,39.61,30,118.2,1,49.0259,8.353171,24.34,307.6
14200,0.322,0.015,0.0202,0.9464,0.41,0.26,9.03,0.0154,0.004,-0.0093,30.51,39.61,30,118.2,1,49.025907,8.353158,24.35,307.6
14300,0.322,0.0153,0.0203,0.9464,0.46,0.29,9.06,0.0175,-0.0027,-0.0092,30.51,39.61,30,118.2,1,49.025914,8.353144,24.35,307.61
14400,0.3221,0.0153,0.0204,0.9464,0.39,0.28,9.1,0.0188,-0.0034,-0.0089,30.51,39.61,30,118.21,1,49.025921,8.353131,24.36,307.61
14500,0.3221,0.0156,0.0205,0.9463,0.38,0.25,9.0,0.02,-0.0093,-0.0095,30.52,39.6,30,118.21,1,49.025928,8.353117,24.36,307.62
14600,0.3221,0.0159,0.0206,0.9463,0.43,0.26,8.93,0.0219,-0.0155,-0.0089,30.52,39.6,30,118.21,1,49.025935,8.353103,24.37,307.62
14700,0.3222,0.0162,0.0206,0.9463,0.41,0.2,8.93,0.0236,-0.0209,-0.0092,30.53,39.6,30,118.22,1,49.025942,8.35309,24.37,307.63
14800,0.3222,0.0166,0.0207,0.9463,0.41,0.19,9.09,0.0264,-0.0301,-0.0079,30.53,39.6,30,118.22,1,49.025948,8.353076,24.38,307.63
14900,0.3223,0.017,0.0208,0.9463,0.41,0.38,9.32,0.0275,-0.0356,-0.0085,30.54,39.59,30,118.22,1,49.025955,8.353063,24.38,307.64
15000,0.3223,0.0172,0.0208,0.9462,0.4,0.55,9.27,0.0258,-0.0364,-0.0086,30.54,39.59,30,118.23,1,49.025962,8.353049,24.39,307.65
15100,0.3223,0.0176,0.0206,0.9462,0.47,0.53,9.4,0.0203,-0.0432,-0.0081,30.54,39.59,30,118.23,1,49.025969,8.353035,24.4,307.65
15200,0.3224,0.018,0.0204,0.9462,0.47,0.37,9.71,0.0164,-0.0493,-0.0082,30.55,39.58,30,118.23,1,49.025976,8.353022,24.4,307.66
15300,0.3224,0.0182,0.0205,0.9462,0.42,0.54,10.03,0.0168,-0.047,-0.0059,30.55,39.58,30,118.24,1,49.025983,8.353008,24.41,307.66
15400,0.3224,0.0183,0.0204,0.9462,0.45,0.72,10.0,0.0134,-0.0434,-0.0074,30.55,39.58,30,118.24,1,49.02599,8.352995,24.41,307.67
15500,0.3225,0.0185,0.0202,0.9462,0.59,0.69,10.03,0.0066,-0.0445,-0.0079,30.56,39.57,30,118.25,1,49.025997,8.352981,24.42,307.67
15600,0.3225,0.0185,0.02,0.9462,0.54,0.67,9.88,0.0008,-0.0399,-0.008,30.56,39.57,30,118.25,1,49.026004,8.352967,24.42,307.68
15700,0.3225,0.0186,0.0198,0.9462,0.51,0.5,9.7,-0.0041,-0.0389,-0.0058,30.56,39.57,30,118.25,1,49.026011,8.352954,24.43,307.68
15800,0.3225,0.0192,0.0195,0.9462,0.7,0.23,9.83,-0.0041,-0.0535,-0.0043,30.56,39.57,30,118.26,1,49.026018,8.35294,24.44,307.68
15900,0.3225,0.0196,0.0196,0.9462,0.71,0.26,10.34,0.0037,-0.056,-0.0042,30.56,39.57,30,118.26,1,49.026025,8.352927,24.45,307.68
16000,0.3225,0.0196,0.0199,0.9461,0.48,0.72,10.55,0.0094,-0.0452,-0.0037,30.56,39.57,30,118.27,1,49.026032,8.352913,24.46,307.68
16100,0.3226,0.0198,0.0198,0.9461,0.56,1.07,10.46,0.0066,-0.0456,-0.0043,30.57,39.57,30,118.27,1,49.026039,8.352899,24.46,307.69
16200,0.3226,0.02,0.0194,0.9461,0.81,0.97,10.57,-0.0041,-0.0473,-0.0055,30.57,39.56,30,118.28,1,49.026046,8.352886,24.47,307.7
