ms,qw,qx,qy,qz,ax,ay,az,gx,gy,gz,mx,my,mz,alt,gps_fix,lat,lon,speed,heading
3000,0.41,-0.0124,0.0268,0.9116,-0.52,-0.59,9.73,0.0211,-0.0042,-0.0966,37.38,33.21,30,117.0,1,49.026963,8.351343,22.73,318.38
3100,0.4105,-0.0126,0.0268,0.9114,-0.56,-0.53,9.5,0.0151,0.0016,-0.0972,37.41,33.17,30,116.99,1,49.02697,8.351333,22.72,318.44
3200,0.4109,-0.0126,0.0266,0.9112,-0.65,-0.64,9.47,0.0076,-0.0018,-0.0971,37.45,33.13,30,116.99,1,49.026978,8.351322,22.72,318.5
3300,0.4114,-0.0124,0.0265,0.911,-0.7,-0.86,9.63,0.0055,-0.0072,-0.0986,37.48,33.09,30,116.98,1,49.026986,8.351311,22.71,318.56
3400,0.4119,-0.0123,0.0266,0.9108,-0.65,-0.85,9.63,0.01,-0.0096,-0.0988,37.51,33.06,30,116.98,1,49.026994,8.351301,22.71,318.62
3500,0.4123,-0.0121,0.0267,0.9106,-0.58,-0.59,9.6,0.0148,-0.0117,-0.0995,37.55,33.02,30,116.97,1,49.027002,8.35129,22.71,318.68
3600,0.4128,-0.012,0.0267,0.9104,-0.61,-0.48,9.74,0.0139,-0.0135,-0.0998,37.58,32.98,30,116.97,1,49.02701,8.351279,22.7,318.73
3700,0.4133,-0.0119,0.0266,0.9101,-0.68,-0.61,9.93,0.0103,-0.014,-0.1004,37.62,32.94,30,116.97,1,49.027018,8.351269,22.7,318.79
3800,0.4138,-0.0119,0.0266,0.9099,-0.67,-0.71,10.01,0.01,-0.013,-0.1014,37.65,32.9,30,116.96,1,49.027025,8.351258,22.69,318.86
3900,0.4143,-0.0119,0.0268,0.9097,-0.67,-0.69,9.94,0.0122,-0.0108,-0.1029,37.69,32.86,30,116.96,1,49.027033,8.351247,22.69,318.92
4000,0.4148,-0.0118,0.0268,0.9095,-0.68,-0.68,9.94,0.0126,-0.0123,-0.1035,37.72,32.82,30,116.95,1,49.027041,8.351237,22.68,318.98
4100,0.4152,-0.0115,0.0267,0.9093,-0.62,-0.7,10.02,0.0114,-0.0178,-0.1029,37.76,32.78,30,116.95,1,49.027049,8.351226,22.68,319.04
4200,0.4157,-0.0115,0.0267,0.909,-0.62,-0.68,10.03,0.0102,-0.0151,-0.103,37.79,32.74,30,116.95,1,49.027057,8.351216,22.68,319.1
4300,0.4162,-0.0115,0.0267,0.9088,-0.69,-0.67,9.93,0.0083,-0.0135,-0.1034,37.83,32.7,30,116.94,1,49.027065,8.351205,22.67,319.16
4400,0.4167,-0.0114,0.0265,0.9086,-0.71,-0.65,9.9,0.004,-0.0189,-0.1038,37.86,32.66,30,116.94,1,49.027073,8.351195,22.67,319.22
4500,0.4171,-0.0113,0.0263,0.9084,-0.71,-0.63,9.88,0.0005,-0.0207,-0.1035,37.9,32.62,30,116.93,1,49.027081,8.351184,22.66,319.28
4600,0.4176,-0.0113,0.0261,0.9082,-0.75,-0.55,9.77,-0.0035,-0.0206,-0.1043,37.93,32.58,30,116.93,1,49.027089,8.351173,22.65,319.34
4700,0.4181,-0.0111,0.0258,0.908,-0.8,-0.48,9.78,-0.0101,-0.0262,-0.1041,37.97,32.54,30,116.93,1,49.027097,8.351163,22.65,319.4
4800,0.4186,-0.011,0.0254,0.9077,-0.76,-0.49,9.81,-0.0184,-0.0307,-0.1054,38.0,32.49,30,116.92,1,49.027104,8.351152,22.64,319.47
4900,0.4191,-0.011,0.025,0.9075,-0.71,-0.55,9.8,-0.0244,-0.0327,-0.1044,38.04,32.45,30,116.92,1,49.027112,8.351142,22.63,319.53
5000,0.4195,-0.0109,0.0247,0.9073,-0.72,-0.53,9.77,-0.0288,-0.0353,-0.1039,38.07,32.41,30,116.92,1,49.02712,8.351131,22.63,319.59
5100,0.42,-0.0108,0.0243,0.9071,-0.75,-0.5,9.77,-0.0337,-0.0361,-0.1042,38.1,32.37,30,116.91,1,49.027128,8.351121,22.62,319.65
5200,0.4205,-0.0107,0.0239,0.9069,-0.73,-0.54,9.72,-0.0372,-0.0381,-0.1037,38.14,32.33,30,116.91,1,49.027136,8.351111,22.61,319.71
5300,0.4209,-0.0105,0.0235,0.9067,-0.69,-0.63,9.75,-0.0393,-0.0419,-0.1039,38.17,32.29,30,116.9,1,49.027144,8.3511,22.61,319.77
5400,0.4214,-0.0103,0.0233,0.9065,-0.65,-0.69,9.84,-0.0384,-0.0451,-0.1032,38.2,32.26,30,116.9,1,49.027152,8.35109,22.6,319.83
5500,0.4219,-0.0102,0.023,0.9063,-0.63,-0.68,9.89,-0.0358,-0.0463,-0.1031,38.24,32.22,30,116.9,1,49.02716,8.351079,22.6,319.89
5600,0.4224,-0.01,0.0228,0.9061,-0.66,-0.64,9.94,-0.0339,-0.0453,-0.1038,38.27,32.17,30,116.89,1,49.027168,8.351069,22.59,319.95
5700,0.4228,-0.0099,0.0226,0.9059,-0.68,-0.67,9.92,-0.0336,-0.0458,-0.104,38.31,32.13,30,116.89,1,49.027176,8.351058,22.59,320.01
5800,0.4233,-0.0097,0.0223,0.9056,-0.64,-0.79,9.93,-0.0337,-0.0468,-0.1043,38.34,32.09,30,116.89,1,49.027184,8.351048,22.58,320.07
5900,0.4238,-0.0095,0.0221,0.9054,-0.61,-0.84,9.99,-0.0316,-0.0485,-0.1042,38.38,32.05,30,116.88,1,49.027192,8.351038,22.58,320.13
6000,0.4243,-0.0094,0.0219,0.9052,-0.62,-0.82,10.02,-0.0294,-0.0476,-0.105,38.41,32.01,30,116.88,1,49.0272,8.351027,22.57,320.2
6100,0.4248,-0.0092,0.0217,0.905,-0.62,-0.82,10.09,-0.0294,-0.0489,-0.1054,38.45,31.97,30,116.87,1,49.027208,8.351017,22.57,320.26
6200,0.4253,-0.0091,0.0214,0.9048,-0.6,-0.91,10.19,-0.0301,-0.049,-0.1057,38.48,31.92,30,116.87,1,49.027216,8.351007,22.56,320.32
6300,0.4258,-0.009,0.0212,0.9045,-0.62,-0.96,10.29,-0.0297,-0.0453,-0.1057,38.52,31.88,30,116.87,1,49.027224,8.350996,22.56,320.38
6400,0.4263,-0.0089,0.0211,0.9043,-0.63,-0.98,10.35,-0.0274,-0.0431,-0.106,38.55,31.84,30,116.86,1,49.027232,8.350986,22.55,320.44
6500,0.4267,-0.0088,0.0209,0.9041,-0.59,-0.98,10.43,-0.0261,-0.0412,-0.1051,38.58,31.8,30,116.86,1,49.02724,8.350976,22.55,320.5
6600,0.4272,-0.0088,0.0209,0.9039,-0.56,-0.97,10.49,-0.0239,-0.0368,-0.1052,38.62,31.76,30,116.86,1,49.027248,8.350966,22.54,320.56
6700,0.4276,-0.0089,0.0208,0.9037,-0.59,-0.9,10.51,-0.0223,-0.0317,-0.1038,38.65,31.72,30,116.86,1,49.027256,8.350955,22.54,320.62
6800,0.4281,-0.0089,0.0206,0.9035,-0.64,-0.9,10.62,-0.0232,-0.0284,-0.1027,38.68,31.69,30,116.85,1,49.027264,8.350945,22.53,320.67
6900,0.4285,-0.0089,0.0205,0.9033,-0.64,-0.9,10.71,-0.0238,-0.0255,-0.103,38.71,31.65,30,116.85,1,49.027272,8.350935,22.53,320.73
7000,0.429,-0.0091,0.0204,0.903,-0.64,-0.84,10.72,-0.0253,-0.0196,-0.1037,38.74,31.6,30,116.85,1,49.02728,8.350925,22.52,320.8
7100,0.4295,-0.0093,0.0203,0.9028,-0.68,-0.76,10.67,-0.0261,-0.0127,-0.1034,38.78,31.57,30,116.84,1,49.027288,8.350915,22.52,320.85
7200,0.4299,-0.0094,0.02,0.9026,-0.7,-0.8,10.7,-0.0291,-0.011,-0.1021,38.81,31.53,30,116.84,1,49.027296,8.350904,22.51,320.91
7300,0.4303,-0.0094,0.0199,0.9024,-0.67,-0.87,10.81,-0.0301,-0.0097,-0.1013,38.84,31.49,30,116.84,1,49.027304,8.350894,22.5,320.96
7400,0.4308,-0.0097,0.0198,0.9022,-0.66,-0.87,10.74,-0.0296,-0.0017,-0.1013,38.87,31.45,30,116.84,1,49.027312,8.350884,22.5,321.02
7500,0.4313,-0.0099,0.0198,0.902,-0.7,-0.85,10.6,-0.0281,0.004,-0.1019,38.9,31.41,30,116.84,1,49.02732,8.350874,22.49,321.08
7600,0.4317,-0.0101,0.0197,0.9017,-0.71,-0.87,10.47,-0.0284,0.0059,-0.1026,38.93,31.37,30,116.83,1,49.027328,8.350864,22.49,321.14
7700,0.4322,-0.0103,0.0197,0.9015,-0.72,-0.87,10.25,-0.0273,0.0107,-0.1024,38.97,31.33,30,116.83,1,49.027336,8.350854,22.48,321.2
7800,0.4326,-0.0105,0.0197,0.9013,-0.78,-0.91,9.99,-0.0271,0.0139,-0.1005,38.99,31.3,30,116.83,1,49.027344,8.350844,22.47,321.25
7900,0.433,-0.0105,0.0195,0.9011,-0.78,-1.08,9.95,-0.0255,0.0099,-0.0983,39.02,31.26,30,116.82,1,49.027352,8.350834,22.46,321.3
8000,0.4334,-0.0105,0.0195,0.9009,-0.79,-1.22,10.06,-0.0229,0.0093,-0.0977,39.05,31.23,30,116.82,1,49.02736,8.350824,22.45,321.35
8100,0.4338,-0.0107,0.0197,0.9007,-0.91,-1.07,9.97,-0.0165,0.0155,-0.0977,39.08,31.19,30,116.82,1,49.027368,8.350814,22.44,321.41
8200,0.4342,-0.0108,0.0197,0.9005,-0.99,-0.96,9.81,-0.0144,0.0159,-0.0953,39.11,31.16,30,116.82,1,49.027376,8.350804,22.43,321.45
8300,0.4346,-0.0107,0.0196,0.9004,-0.91,-1.04,9.79,-0.0139,0.0089,-0.093,39.13,31.12,30,116.81,1,49.027384,8.350794,22.42,321.5
8400,0.4349,-0.0108,0.0197,0.9002,-0.9,-1.16,9.8,-0.0108,0.0109,-0.0916,39.16,31.09,30,116.81,1,49.027392,8.350784,22.41,321.55
8500,0.4353,-0.0109,0.0198,0.9,-1.02,-1.2,9.72,-0.0065,0.0142,-0.0902,39.18,31.06,30,116.81,1,49.0274,8.350774,22.39,321.6
8600,0.4356,-0.0107,0.0199,0.8998,-1.0,-1.2,9.69,-0.0019,0.0064,-0.088,39.21,31.03,30,116.81,1,49.027408,8.350764,22.38,321.64
8700,0.436,-0.0106,0.0199,0.8997,-0.95,-1.21,9.71,0.0015,0.0042,-0.0854,39.23,31.0,30,116.8,1,49.027417,8.350754,22.37,321.68
8800,0.4363,-0.0108,0.0202,0.8995,-1.01,-1.14,9.57,0.0065,0.0098,-0.0826,39.25,30.98,30,116.8,1,49.027425,8.350744,22.36,321.72
8900,0.4366,-0.0107,0.0203,0.8994,-1.07,-1.01,9.46,0.0095,0.007,-0.0799,39.27,30.95,30,116.8,1,49.027433,8.350734,22.34,321.76
9000,0.4368,-0.0105,0.0203,0.8993,-1.06,-1.03,9.46,0.0103,0.0014,-0.0766,39.29,30.93,30,116.79,1,49.027441,8.350724,22.33,321.79
9100,0.4371,-0.0104,0.0204,0.8991,-1.05,-1.18,9.44,0.0127,0.0009,-0.0734,39.3,30.91,30,116.79,1,49.027449,8.350715,22.31,321.82
9200,0.4373,-0.0102,0.0205,0.899,-1.08,-1.19,9.53,0.0182,-0.0031,-0.0706,39.32,30.88,30,116.79,1,49.027457,8.350705,22.3,321.85
9300,0.4376,-0.01,0.0207,0.8989,-1.13,-1.03,9.66,0.0229,-0.0064,-0.068,39.34,30.86,30,116.78,1,49.027465,8.350695,22.28,321.88
9400,0.4378,-0.0099,0.0208,0.8988,-1.13,-0.84,9.66,0.0242,-0.0062,-0.0666,39.36,30.84,30,116.78,1,49.027473,8.350685,22.27,321.92
9500,0.438,-0.0098,0.0208,0.8987,-1.1,-0.82,9.66,0.0217,-0.0076,-0.0636,39.37,30.82,30,116.78,1,49.027481,8.350675,22.25,321.94
9600,0.4382,-0.0097,0.0208,0.8986,-1.08,-0.93,9.8,0.0201,-0.0107,-0.06,39.38,30.81,30,116.78,1,49.027489,8.350666,22.24,321.97
9700,0.4384,-0.0096,0.0209,0.8985,-1.05,-0.89,9.93,0.0216,-0.0111,-0.0556,39.39,30.79,30,116.77,1,49.027498,8.350656,22.23,321.98
9800,0.4385,-0.0095,0.0211,0.8984,-1.0,-0.71,9.91,0.0238,-0.0092,-0.0526,39.4,30.78,30,116.77,1,49.027506,8.350646,22.21,322.01
9900,0.4387,-0.0094,0.0211,0.8983,-0.99,-0.61,9.95,0.0228,-0.0092,-0.0496,39.41,30.77,30,116.77,1,49.027514,8.350637,22.2,322.02
10000,0.4388,-0.0094,0.0212,0.8983,-1.0,-0.56,10.0,0.0214,-0.0084,-0.0468,39.42,30.75,30,116.76,1,49.027522,8.350627,22.19,322.04
10100,0.4389,-0.0094,0.0213,0.8982,-0.99,-0.54,9.93,0.0199,-0.0046,-0.0433,39.43,30.75,30,116.76,1,49.02753,8.350617,22.18,322.05
10200,0.439,-0.0094,0.0214,0.8982,-0.97,-0.53,9.91,0.0211,-0.0051,-0.0401,39.44,30.74,30,116.76,1,49.027538,8.350608,22.16,322.07
10300,0.4391,-0.0093,0.0215,0.8981,-0.96,-0.53,9.94,0.0229,-0.0048,-0.0381,39.45,30.73,30,116.76,1,49.027546,8.350598,22.15,322.08
10400,0.4393,-0.0091,0.0217,0.8981,-0.98,-0.47,9.94,0.0269,-0.005,-0.036,39.45,30.72,30,116.75,1,49.027554,8.350589,22.14,322.1
10500,0.4393,-0.009,0.0219,0.898,-0.96,-0.35,9.89,0.0305,-0.0049,-0.0329,39.46,30.71,30,116.75,1,49.027562,8.350579,22.13,322.11
10600,0.4394,-0.0089,0.0221,0.898,-0.98,-0.27,9.94,0.0325,-0.0053,-0.0306,39.46,30.7,30,116.75,1,49.02757,8.350569,22.12,322.12
10700,0.4395,-0.0089,0.0223,0.8979,-1.04,-0.32,10.03,0.0322,-0.0031,-0.0278,39.47,30.7,30,116.74,1,49.027579,8.35056,22.1,322.12
10800,0.4395,-0.0087,0.0225,0.8979,-1.03,-0.33,10.1,0.0351,-0.0037,-0.0256,39.47,30.69,30,116.74,1,49.027587,8.35055,22.09,322.13
10900,0.4396,-0.0086,0.0227,0.8979,-0.99,-0.21,10.08,0.0378,-0.0027,-0.0232,39.47,30.69,30,116.74,1,49.027595,8.350541,22.08,322.14
11000,0.4396,-0.0086,0.0229,0.8979,-0.97,-0.1,9.99,0.0376,0.0009,-0.0203,39.47,30.69,30,116.74,1,49.027603,8.350531,22.07,322.14
11100,0.4396,-0.0085,0.023,0.8979,-0.98,-0.12,10.03,0.0351,-0.0005,-0.0182,39.48,30.69,30,116.73,1,49.027611,8.350522,22.05,322.14
11200,0.4396,-0.0085,0.0231,0.8979,-0.96,-0.06,10.05,0.0336,0.0004,-0.0153,39.48,30.69,30,116.73,1,49.027619,8.350512,22.04,322.14
11300,0.4396,-0.0086,0.0233,0.8978,-0.98,-0.01,9.93,0.0324,0.0057,-0.0144,39.48,30.68,30,116.73,1,49.027627,8.350503,22.03,322.14
11400,0.4396,-0.0086,0.0234,0.8978,-1.0,-0.03,9.86,0.0293,0.0044,-0.0111,39.48,30.69,30,116.73,1,49.027635,8.350493,22.02,322.14
11500,0.4396,-0.0084,0.0234,0.8978,-0.98,0.04,9.95,0.0282,0.0002,-0.009,39.47,30.69,30,116.73,1,49.027643,8.350484,22.0,322.14
11600,0.4396,-0.0085,0.0236,0.8979,-1.01,0.11,9.93,0.0279,0.0047,-0.007,39.47,30.69,30,116.72,1,49.027651,8.350474,21.99,322.13
11700,0.4395,-0.0085,0.0237,0.8979,-0.99,0.18,9.89,0.0267,0.0041,-0.0034,39.47,30.7,30,116.72,1,49.027659,8.350465,21.98,322.13
11800,0.4395,-0.0084,0.0237,0.8979,-0.95,0.2,9.99,0.0247,0.0016,-0.0016,39.47,30.7,30,116.72,1,49.027668,8.350455,21.97,322.12
11900,0.4394,-0.0085,0.0239,0.8979,-0.97,0.23,10.0,0.0249,0.0074,-0.0004,39.46,30.7,30,116.72,1,49.027676,8.350446,21.96,322.12
12000,0.4393,-0.0085,0.0241,0.898,-0.97,0.29,9.87,0.0249,0.0088,0.0031,39.46,30.71,30,116.72,1,49.027684,8.350436,21.94,322.1
12100,0.4393,-0.0084,0.0242,0.898,-0.95,0.38,9.84,0.0245,0.0065,0.0038,39.45,30.72,30,116.71,1,49.027692,8.350427,21.93,322.1
12200,0.4392,-0.0085,0.0244,0.898,-0.97,0.38,9.78,0.0251,0.0104,0.0054,39.45,30.72,30,116.71,1,49.0277,8.350418,21.92,322.09
12300,0.4391,-0.0085,0.0245,0.8981,-1.02,0.32,9.7,0.025,0.0105,0.0082,39.44,30.73,30,116.71,1,49.027708,8.350408,21.91,322.07
12400,0.439,-0.0083,0.0246,0.8981,-0.98,0.31,9.77,0.0274,0.005,0.0098,39.43,30.74,30,116.71,1,49.027716,8.350399,21.89,322.06
12500,0.4389,-0.0083,0.0248,0.8981,-0.95,0.42,9.75,0.0289,0.0074,0.0116,39.43,30.75,30,116.71,1,49.027724,8.350389,21.88,322.05
12600,0.4388,-0.0084,0.0251,0.8982,-0.98,0.51,9.62,0.0299,0.012,0.0135,39.42,30.76,30,116.7,1,49.027732,8.35038,21.87,322.04
12700,0.4387,-0.0083,0.0251,0.8983,-1.0,0.46,9.59,0.0276,0.0083,0.0171,39.41,30.77,30,116.7,1,49.02774,8.35037,21.86,322.02
12800,0.4385,-0.0083,0.0252,0.8983,-1.02,0.39,9.59,0.027,0.0078,0.0194,39.4,30.79,30,116.7,1,49.027748,8.350361,21.84,322.0
12900,0.4384,-0.0082,0.0254,0.8984,-1.07,0.43,9.54,0.0285,0.0087,0.021,39.39,30.8,30,116.7,1,49.027756,8.350352,21.83,321.98
13000,0.4382,-0.0081,0.0255,0.8985,-1.05,0.52,9.55,0.0289,0.0047,0.0242,39.38,30.81,30,116.69,1,49.027764,8.350342,21.82,321.95
13100,0.438,-0.008,0.0256,0.8986,-1.05,0.64,9.66,0.0268,0.0029,0.0268,39.36,30.83,30,116.69,1,49.027772,8.350333,21.8,321.93
13200,0.4378,-0.0081,0.0257,0.8987,-1.09,0.65,9.65,0.0226,0.0069,0.0297,39.35,30.85,30,116.69,1,49.02778,8.350323,21.79,321.9
13300,0.4376,-0.008,0.0256,0.8988,-1.06,0.59,9.7,0.0194,0.0028,0.0319,39.34,30.87,30,116.69,1,49.027788,8.350314,21.77,321.88
13400,0.4373,-0.0079,0.0257,0.8989,-0.98,0.64,9.82,0.0203,-0.0004,0.0357,39.32,30.89,30,116.68,1,49.027796,8.350305,21.76,321.85
13500,0.4371,-0.008,0.0259,0.899,-0.97,0.77,9.8,0.0205,0.0045,0.0371,39.3,30.91,30,116.68,1,49.027804,8.350295,21.75,321.82
13600,0.4369,-0.008,0.0259,0.8991,-1.04,0.76,9.81,0.0184,0.0058,0.0391,39.29,30.93,30,116.68,1,49.027812,8.350286,21.74,321.79
13700,0.4367,-0.0079,0.0259,0.8992,-1.02,0.7,9.9,0.0177,0.0018,0.0408,39.27,30.95,30,116.68,1,49.02782,8.350277,21.72,321.76
13800,0.4364,-0.0079,0.0261,0.8993,-0.97,0.75,9.86,0.0192,0.0048,0.044,39.25,30.97,30,116.67,1,49.027828,8.350267,21.71,321.73
13900,0.4362,-0.008,0.0263,0.8994,-1.0,0.82,9.73,0.0203,0.0087,0.0447,39.24,30.99,30,116.67,1,49.027836,8.350258,21.7,321.7
14000,0.4359,-0.0079,0.0263,0.8996,-1.04,0.76,9.8,0.0186,0.0048,0.0485,39.22,31.02,30,116.67,1,49.027844,8.350248,21.69,321.66
14100,0.4356,-0.0078,0.0264,0.8997,-1.02,0.69,9.87,0.02,0.0042,0.0498,39.2,31.04,30,116.67,1,49.027852,8.350239,21.67,321.62
14200,0.4353,-0.0079,0.0267,0.8999,-1.03,0.74,9.77,0.0225,0.0086,0.0527,39.18,31.07,30,116.66,1,49.02786,8.35023,21.66,321.58
14300,0.435,-0.0078,0.0269,0.9,-1.06,0.85,9.68,0.0244,0.0084,0.0547,39.16,31.09,30,116.66,1,49.027868,8.35022,21.65,321.55
14400,0.4347,-0.0078,0.0269,0.9002,-1.06,0.88,9.64,0.0231,0.0063,0.0574,39.13,31.12,30,116.66,1,49.027876,8.350211,21.63,321.5
14500,0.4343,-0.0078,0.027,0.9003,-1.07,0.83,9.62,0.0221,0.0069,0.0598,39.11,31.15,30,116.66,1,49.027884,8.350202,21.62,321.46
14600,0.434,-0.0077,0.0271,0.9005,-1.09,0.85,9.62,0.023,0.0048,0.0628,39.08,31.18,30,116.66,1,49.027891,8.350192,21.6,321.42
14700,0.4336,-0.0076,0.0272,0.9006,-1.06,0.95,9.67,0.0231,0.0031,0.0646,39.06,31.21,30,116.65,1,49.027899,8.350183,21.59,321.37
14800,0.4333,-0.0076,0.0273,0.9008,-1.07,1.01,9.69,0.0212,0.0051,0.067,39.04,31.24,30,116.65,1,49.027907,8.350173,21.58,321.33
14900,0.4329,-0.0077,0.0274,0.901,-1.1,1.04,9.66,0.0185,0.0084,0.0691,39.01,31.28,30,116.65,1,49.027915,8.350164,21.56,321.28
15000,0.4325,-0.0077,0.0274,0.9012,-1.15,0.99,9.65,0.0164,0.0077,0.0714,38.98,31.31,30,116.65,1,49.027923,8.350155,21.55,321.23
15100,0.4321,-0.0077,0.0275,0.9014,-1.15,1.05,9.62,0.0166,0.0067,0.0737,38.96,31.34,30,116.64,1,49.027931,8.350145,21.53,321.18
15200,0.4317,-0.0076,0.0276,0.9016,-1.14,1.13,9.6,0.0179,0.0071,0.0764,38.93,31.38,30,116.64,1,49.027939,8.350136,21.51,321.13
15300,0.4313,-0.0076,0.0277,0.9018,-1.13,1.18,9.76,0.0174,0.0048,0.0787,38.9,31.41,30,116.64,1,49.027947,8.350127,21.5,321.08
15400,0.4309,-0.0075,0.0278,0.9019,-1.07,1.2,9.93,0.0184,0.0038,0.0794,38.87,31.45,30,116.64,1,49.027954,8.350117,21.49,321.03
15500,0.4305,-0.0076,0.028,0.9021,-1.02,1.3,9.96,0.0193,0.0077,0.0805,38.85,31.48,30,116.64,1,49.027962,8.350108,21.47,320.98
15600,0.4301,-0.0077,0.0282,0.9023,-1.03,1.39,9.81,0.0199,0.0132,0.0811,38.82,31.51,30,116.63,1,49.02797,8.350098,21.46,320.93
15700,0.4297,-0.0077,0.0282,0.9025,-1.05,1.34,9.77,0.018,0.0133,0.0825,38.79,31.55,30,116.63,1,49.027978,8.350089,21.45,320.88
