ms,qw,qx,qy,qz,ax,ay,az,gx,gy,gz,mx,my,mz,alt,gps_fix,lat,lon,speed,heading
7600,0.4223,-0.0019,-0.0102,-0.9064,-0.3,0.33,9.77,-0.0128,0.0054,0.0254,-38.28,32.17,30,114.74,1,49.024315,8.356008,11.35,220.04
7700,0.4224,-0.0019,-0.0101,-0.9063,-0.31,0.29,9.77,-0.0118,0.0057,0.0267,-38.29,32.16,30,114.74,1,49.024311,8.356003,11.34,220.02
7800,0.4226,-0.0019,-0.0101,-0.9063,-0.3,0.28,9.76,-0.0115,0.0057,0.0278,-38.3,32.14,30,114.75,1,49.024307,8.355998,11.34,220.0
7900,0.4227,-0.0019,-0.01,-0.9062,-0.28,0.28,9.74,-0.0114,0.0049,0.0261,-38.3,32.14,30,114.75,1,49.024303,8.355993,11.33,220.0
8000,0.4228,-0.002,-0.01,-0.9062,-0.28,0.26,9.73,-0.0116,0.0041,0.0268,-38.31,32.12,30,114.75,1,49.024299,8.355988,11.32,219.98
8100,0.4229,-0.002,-0.0099,-0.9061,-0.3,0.26,9.74,-0.0108,0.0038,0.0266,-38.32,32.11,30,114.75,1,49.024295,8.355983,11.31,219.96
8200,0.423,-0.002,-0.0099,-0.9061,-0.3,0.27,9.72,-0.011,0.004,0.0264,-38.33,32.11,30,114.75,1,49.024291,8.355978,11.31,219.95
8300,0.4232,-0.002,-0.0098,-0.906,-0.3,0.27,9.73,-0.0115,0.0039,0.0264,-38.34,32.1,30,114.75,1,49.024287,8.355973,11.3,219.93
8400,0.4233,-0.002,-0.0097,-0.9059,-0.31,0.27,9.74,-0.0124,0.0027,0.027,-38.35,32.08,30,114.75,1,49.024283,8.355968,11.29,219.92
8500,0.4234,-0.0021,-0.0097,-0.9059,-0.3,0.27,9.72,-0.0133,0.0025,0.0272,-38.36,32.07,30,114.76,1,49.024279,8.355962,11.28,219.9
8600,0.4236,-0.0021,-0.0096,-0.9058,-0.3,0.27,9.72,-0.0144,0.0016,0.0277,-38.37,32.06,30,114.76,1,49.024275,8.355957,11.27,219.88
8700,0.4237,-0.0021,-0.0095,-0.9058,-0.3,0.26,9.73,-0.0135,0.0018,0.0277,-38.38,32.05,30,114.76,1,49.024271,8.355952,11.27,219.87
8800,0.4239,-0.0022,-0.0095,-0.9057,-0.29,0.24,9.74,-0.0134,0.0021,0.029,-38.39,32.04,30,114.76,1,49.024267,8.355947,11.26,219.85
8900,0.424,-0.0022,-0.0094,-0.9056,-0.3,0.25,9.74,-0.0131,0.0017,0.0292,-38.4,32.02,30,114.76,1,49.024263,8.355942,11.25,219.83
9000,0.4241,-0.0022,-0.0094,-0.9055,-0.3,0.28,9.74,-0.0111,0.0003,0.0293,-38.41,32.01,30,114.76,1,49.024259,8.355937,11.24,219.81
9100,0.4243,-0.0023,-0.0094,-0.9055,-0.3,0.3,9.74,-0.0106,-0.0005,0.0295,-38.42,32.0,30,114.76,1,49.024255,8.355932,11.23,219.79
9200,0.4244,-0.0023,-0.0093,-0.9054,-0.3,0.31,9.76,-0.0112,-0.0014,0.0294,-38.43,31.99,30,114.76,1,49.024251,8.355927,11.23,219.78
9300,0.4245,-0.0023,-0.0093,-0.9054,-0.3,0.31,9.78,-0.0106,-0.0004,0.0287,-38.43,31.98,30,114.77,1,49.024247,8.355922,11.22,219.76
9400,0.4246,-0.0023,-0.0093,-0.9053,-0.29,0.32,9.77,-0.01,-0.0009,0.0282,-38.44,31.97,30,114.77,1,49.024243,8.355917,11.21,219.75
9500,0.4247,-0.0024,-0.0093,-0.9053,-0.27,0.3,9.81,-0.0097,-0.0021,0.0275,-38.45,31.96,30,114.77,1,49.024239,8.355912,11.2,219.74
9600,0.4248,-0.0024,-0.0092,-0.9052,-0.27,0.29,9.85,-0.0088,-0.0015,0.0272,-38.46,31.95,30,114.77,1,49.024235,8.355907,11.19,219.72
9700,0.425,-0.0024,-0.0093,-0.9052,-0.29,0.31,9.88,-0.0067,-0.0006,0.0271,-38.47,31.94,30,114.77,1,49.024231,8.355902,11.19,219.71
9800,0.4251,-0.0024,-0.0093,-0.9051,-0.3,0.31,9.89,-0.0058,-0.0016,0.0261,-38.47,31.93,30,114.77,1,49.024227,8.355897,11.18,219.69
9900,0.4252,-0.0024,-0.0093,-0.9051,-0.3,0.28,9.91,-0.0053,-0.0014,0.026,-38.48,31.92,30,114.77,1,49.024223,8.355892,11.17,219.68
10000,0.4253,-0.0024,-0.0093,-0.905,-0.27,0.27,9.91,-0.0042,-0.0014,0.0258,-38.49,31.92,30,114.77,1,49.024219,8.355887,11.16,219.67
10100,0.4254,-0.0024,-0.0093,-0.905,-0.28,0.27,9.91,-0.0024,0.0001,0.025,-38.5,31.91,30,114.77,1,49.024215,8.355882,11.16,219.65
10200,0.4255,-0.0024,-0.0093,-0.9049,-0.29,0.24,9.92,-0.0011,-0.0001,0.0243,-38.5,31.9,30,114.77,1,49.024211,8.355877,11.15,219.64
10300,0.4256,-0.0023,-0.0093,-0.9049,-0.29,0.23,9.93,0.0004,0.0008,0.0246,-38.51,31.89,30,114.78,1,49.024207,8.355872,11.14,219.63
10400,0.4257,-0.0023,-0.0094,-0.9048,-0.29,0.27,9.9,0.0013,0.0012,0.0241,-38.52,31.88,30,114.78,1,49.024203,8.355867,11.13,219.62
10500,0.4258,-0.0023,-0.0094,-0.9048,-0.28,0.28,9.86,0.0024,0.0013,0.0235,-38.52,31.87,30,114.78,1,49.024199,8.355862,11.13,219.6
10600,0.4259,-0.0023,-0.0094,-0.9047,-0.28,0.26,9.84,0.002,0.0011,0.0235,-38.53,31.86,30,114.78,1,49.024195,8.355857,11.12,219.59
10700,0.426,-0.0022,-0.0094,-0.9047,-0.3,0.22,9.84,0.0028,0.0009,0.023,-38.54,31.86,30,114.78,1,49.024191,8.355852,11.11,219.58
10800,0.4261,-0.0022,-0.0094,-0.9046,-0.31,0.22,9.81,0.0024,0.0009,0.0232,-38.54,31.85,30,114.78,1,49.024187,8.355847,11.1,219.57
10900,0.4262,-0.0022,-0.0094,-0.9046,-0.33,0.24,9.78,0.0021,0.0013,0.0226,-38.55,31.84,30,114.78,1,49.024183,8.355842,11.09,219.55
11000,0.4262,-0.0022,-0.0095,-0.9046,-0.32,0.22,9.78,0.0023,-0.0,0.0221,-38.56,31.83,30,114.79,1,49.024179,8.355837,11.09,219.54
11100,0.4264,-0.0022,-0.0095,-0.9045,-0.32,0.22,9.77,0.0032,-0.0007,0.0226,-38.57,31.82,30,114.79,1,49.024175,8.355832,11.08,219.53
11200,0.4265,-0.0023,-0.0095,-0.9044,-0.33,0.26,9.75,0.0024,-0.0007,0.0234,-38.57,31.81,30,114.79,1,49.024171,8.355827,11.07,219.51
11300,0.4266,-0.0023,-0.0095,-0.9044,-0.34,0.27,9.75,0.0021,-0.0017,0.0234,-38.58,31.8,30,114.79,1,49.024167,8.355822,11.06,219.5
11400,0.4267,-0.0023,-0.0095,-0.9043,-0.33,0.27,9.75,0.0013,-0.0024,0.0242,-38.59,31.79,30,114.79,1,49.024163,8.355817,11.05,219.48
11500,0.4268,-0.0024,-0.0095,-0.9043,-0.32,0.26,9.73,0.0011,-0.0034,0.0238,-38.6,31.78,30,114.79,1,49.024159,8.355812,11.04,219.47
11600,0.4269,-0.0024,-0.0095,-0.9043,-0.32,0.27,9.73,0.0003,-0.0041,0.0229,-38.6,31.78,30,114.79,1,49.024155,8.355807,11.03,219.46
11700,0.427,-0.0025,-0.0096,-0.9042,-0.33,0.28,9.76,0.0004,-0.0053,0.0228,-38.61,31.77,30,114.79,1,49.024151,8.355802,11.03,219.45
11800,0.4271,-0.0025,-0.0096,-0.9042,-0.33,0.3,9.77,0.0003,-0.0051,0.0217,-38.61,31.76,30,114.79,1,49.024147,8.355797,11.02,219.44
11900,0.4271,-0.0025,-0.0096,-0.9041,-0.32,0.32,9.76,-0.0001,-0.006,0.0214,-38.62,31.76,30,114.8,1,49.024143,8.355792,11.01,219.43
12000,0.4272,-0.0026,-0.0096,-0.9041,-0.32,0.33,9.75,0.0005,-0.0061,0.0211,-38.63,31.75,30,114.8,1,49.02414,8.355787,11.0,219.42
12100,0.4273,-0.0026,-0.0096,-0.904,-0.32,0.31,9.73,-0.0003,-0.0063,0.0211,-38.63,31.74,30,114.8,1,49.024136,8.355782,10.99,219.41
12200,0.4274,-0.0027,-0.0097,-0.904,-0.33,0.28,9.73,0.0001,-0.0081,0.0203,-38.64,31.74,30,114.8,1,49.024132,8.355777,10.98,219.4
12300,0.4275,-0.0027,-0.0097,-0.9039,-0.33,0.28,9.75,0.0009,-0.0089,0.0219,-38.65,31.72,30,114.8,1,49.024128,8.355772,10.98,219.38
12400,0.4276,-0.0028,-0.0098,-0.9039,-0.32,0.31,9.75,0.0018,-0.0096,0.0213,-38.65,31.72,30,114.8,1,49.024124,8.355768,10.97,219.37
12500,0.4277,-0.0028,-0.0098,-0.9039,-0.31,0.33,9.76,0.0009,-0.0097,0.0208,-38.66,31.71,30,114.81,1,49.02412,8.355763,10.96,219.36
12600,0.4277,-0.0029,-0.0098,-0.9038,-0.3,0.34,9.75,0.0002,-0.0105,0.0199,-38.66,31.71,30,114.81,1,49.024116,8.355758,10.95,219.35
12700,0.4278,-0.0029,-0.0098,-0.9038,-0.3,0.34,9.74,0.0001,-0.0104,0.0196,-38.67,31.7,30,114.81,1,49.024112,8.355753,10.94,219.34
12800,0.4279,-0.003,-0.0098,-0.9038,-0.31,0.35,9.75,-0.0015,-0.0101,0.0184,-38.67,31.69,30,114.81,1,49.024108,8.355748,10.93,219.34
12900,0.4279,-0.0031,-0.0098,-0.9038,-0.31,0.34,9.78,-0.0025,-0.0108,0.0178,-38.68,31.69,30,114.81,1,49.024104,8.355743,10.93,219.33
13000,0.428,-0.0032,-0.0098,-0.9037,-0.3,0.33,9.8,-0.0032,-0.0109,0.017,-38.68,31.68,30,114.81,1,49.0241,8.355738,10.92,219.32
13100,0.428,-0.0032,-0.0097,-0.9037,-0.32,0.35,9.78,-0.0044,-0.0105,0.0163,-38.68,31.68,30,114.82,1,49.024096,8.355733,10.91,219.32
13200,0.4281,-0.0033,-0.0097,-0.9037,-0.33,0.33,9.78,-0.0045,-0.0107,0.016,-38.69,31.67,30,114.82,1,49.024092,8.355729,10.9,219.31
13300,0.4281,-0.0034,-0.0097,-0.9037,-0.31,0.3,9.79,-0.0056,-0.0123,0.0151,-38.69,31.67,30,114.82,1,49.024088,8.355724,10.89,219.3
13400,0.4282,-0.0035,-0.0098,-0.9036,-0.3,0.3,9.78,-0.005,-0.0128,0.0147,-38.69,31.67,30,114.82,1,49.024085,8.355719,10.88,219.3
13500,0.4283,-0.0035,-0.0098,-0.9036,-0.32,0.31,9.78,-0.0044,-0.0121,0.0154,-38.7,31.66,30,114.82,1,49.024081,8.355714,10.88,219.29
13600,0.4283,-0.0036,-0.0098,-0.9036,-0.33,0.28,9.8,-0.0044,-0.0138,0.0152,-38.7,31.65,30,114.82,1,49.024077,8.355709,10.87,219.28
13700,0.4284,-0.0037,-0.0098,-0.9035,-0.32,0.26,9.83,-0.0044,-0.0145,0.0152,-38.71,31.65,30,114.82,1,49.024073,8.355704,10.86,219.27
13800,0.4284,-0.0038,-0.0099,-0.9035,-0.3,0.29,9.83,-0.0037,-0.0141,0.014,-38.71,31.65,30,114.83,1,49.024069,8.355699,10.85,219.27
13900,0.4285,-0.0039,-0.0099,-0.9035,-0.29,0.29,9.81,-0.0043,-0.0143,0.0143,-38.72,31.64,30,114.83,1,49.024065,8.355695,10.84,219.26
14000,0.4286,-0.004,-0.0099,-0.9035,-0.27,0.25,9.83,-0.0049,-0.0149,0.0136,-38.72,31.64,30,114.83,1,49.024061,8.35569,10.83,219.25
14100,0.4286,-0.004,-0.0098,-0.9034,-0.28,0.22,9.83,-0.0053,-0.0134,0.0131,-38.72,31.63,30,114.83,1,49.024057,8.355685,10.82,219.25
14200,0.4287,-0.0041,-0.0099,-0.9034,-0.3,0.22,9.82,-0.0047,-0.0136,0.013,-38.73,31.63,30,114.83,1,49.024053,8.35568,10.82,219.24
14300,0.4287,-0.0042,-0.0099,-0.9034,-0.3,0.22,9.82,-0.005,-0.0147,0.0133,-38.73,31.62,30,114.83,1,49.024049,8.355675,10.81,219.23
14400,0.4287,-0.0043,-0.0099,-0.9034,-0.3,0.2,9.83,-0.0061,-0.015,0.0125,-38.73,31.62,30,114.83,1,49.024045,8.355671,10.8,219.23
14500,0.4288,-0.0043,-0.0098,-0.9033,-0.3,0.17,9.83,-0.0069,-0.0142,0.0127,-38.74,31.61,30,114.84,1,49.024042,8.355666,10.79,219.22
14600,0.4289,-0.0044,-0.0099,-0.9033,-0.28,0.17,9.83,-0.0061,-0.0145,0.013,-38.74,31.61,30,114.84,1,49.024038,8.355661,10.78,219.21
14700,0.429,-0.0045,-0.0098,-0.9033,-0.27,0.19,9.84,-0.0064,-0.0138,0.0138,-38.75,31.6,30,114.84,1,49.024034,8.355656,10.77,219.2
14800,0.429,-0.0045,-0.0098,-0.9032,-0.27,0.18,9.82,-0.0066,-0.0119,0.0139,-38.75,31.6,30,114.84,1,49.02403,8.355651,10.77,219.19
14900,0.4291,-0.0046,-0.0098,-0.9032,-0.28,0.15,9.83,-0.007,-0.0131,0.0141,-38.76,31.59,30,114.84,1,49.024026,8.355647,10.76,219.18
15000,0.4292,-0.0047,-0.0098,-0.9032,-0.28,0.15,9.84,-0.0063,-0.0129,0.0146,-38.76,31.58,30,114.84,1,49.024022,8.355642,10.75,219.17
15100,0.4292,-0.0047,-0.0098,-0.9031,-0.29,0.17,9.82,-0.0059,-0.0115,0.015,-38.77,31.58,30,114.84,1,49.024018,8.355637,10.74,219.16
15200,0.4293,-0.0048,-0.0098,-0.9031,-0.3,0.16,9.85,-0.0064,-0.0123,0.0158,-38.77,31.57,30,114.85,1,49.024014,8.355632,10.73,219.15
15300,0.4294,-0.0049,-0.0098,-0.9031,-0.28,0.15,9.89,-0.006,-0.0128,0.0149,-38.78,31.57,30,114.85,1,49.024011,8.355628,10.72,219.15
