ms,qw,qx,qy,qz,ax,ay,az,gx,gy,gz,mx,my,mz,alt,gps_fix,lat,lon,speed,heading
6700,0.3471,-0.0131,0.0266,0.9374,-1.05,0.33,9.47,-0.0095,-0.0091,-0.0067,32.53,37.97,30,118.22,1,49.026997,8.351174,25.5,310.59
6800,0.3471,-0.0128,0.0264,0.9374,-1.06,0.31,9.62,-0.0103,-0.0156,-0.0067,32.53,37.97,30,118.22,1,49.027005,8.351161,25.49,310.59
6900,0.3472,-0.0127,0.0263,0.9374,-1.04,0.35,9.73,-0.0102,-0.0175,-0.006,32.54,37.97,30,118.21,1,49.027012,8.351147,25.48,310.6
7000,0.3472,-0.0127,0.0262,0.9373,-1.04,0.42,9.76,-0.0114,-0.0169,-0.0067,32.54,37.96,30,118.21,1,49.02702,8.351134,25.47,310.6
7100,0.3473,-0.0126,0.0261,0.9373,-1.02,0.42,9.83,-0.0133,-0.0183,-0.0071,32.54,37.96,30,118.21,1,49.027028,8.35112,25.46,310.61
7200,0.3473,-0.0126,0.0259,0.9373,-1.01,0.45,9.87,-0.0154,-0.0174,-0.007,32.55,37.96,30,118.2,1,49.027036,8.351106,25.44,310.61
7300,0.3473,-0.0126,0.0258,0.9373,-1.04,0.44,9.86,-0.0161,-0.0155,-0.0077,32.55,37.95,30,118.2,1,49.027043,8.351093,25.43,310.62
7400,0.3473,-0.0125,0.0256,0.9373,-1.02,0.36,9.9,-0.0175,-0.0176,-0.0066,32.55,37.95,30,118.19,1,49.027051,8.351079,25.42,310.62
7500,0.3474,-0.0124,0.0255,0.9373,-0.96,0.29,9.98,-0.0163,-0.0202,-0.0067,32.56,37.95,30,118.19,1,49.027059,8.351066,25.41,310.62
7600,0.3474,-0.0124,0.0255,0.9373,-0.97,0.4,9.92,-0.0142,-0.0152,-0.0073,32.56,37.95,30,118.18,1,49.027067,8.351052,25.4,310.63
7700,0.3474,-0.0125,0.0255,0.9373,-1.04,0.46,9.81,-0.0142,-0.0123,-0.0071,32.56,37.94,30,118.18,1,49.027074,8.351039,25.39,310.63
7800,0.3475,-0.0123,0.0253,0.9373,-0.98,0.37,9.88,-0.0158,-0.0179,-0.0075,32.57,37.94,30,118.18,1,49.027082,8.351025,25.38,310.64
7900,0.3475,-0.0123,0.0252,0.9372,-0.95,0.3,9.98,-0.0158,-0.0171,-0.0079,32.57,37.94,30,118.17,1,49.02709,8.351012,25.37,310.65
8000,0.3476,-0.0124,0.0252,0.9372,-1.02,0.37,9.91,-0.0133,-0.0115,-0.0087,32.57,37.93,30,118.17,1,49.027097,8.350998,25.35,310.65
8100,0.3477,-0.0123,0.0251,0.9372,-1.04,0.45,9.87,-0.0147,-0.0136,-0.0096,32.58,37.93,30,118.16,1,49.027105,8.350985,25.34,310.66
8200,0.3477,-0.0122,0.0249,0.9372,-1.03,0.37,9.98,-0.0171,-0.0148,-0.0093,32.58,37.93,30,118.16,1,49.027113,8.350971,25.33,310.67
8300,0.3478,-0.0123,0.0248,0.9372,-1.04,0.24,10.07,-0.0177,-0.0122,-0.0112,32.59,37.92,30,118.15,1,49.027121,8.350958,25.32,310.68
8400,0.3479,-0.0122,0.0247,0.9371,-1.04,0.29,10.14,-0.0154,-0.0125,-0.0116,32.6,37.91,30,118.15,1,49.027128,8.350944,25.31,310.69
8500,0.3479,-0.0123,0.0247,0.9371,-1.03,0.36,10.21,-0.015,-0.0102,-0.0113,32.6,37.91,30,118.15,1,49.027136,8.350931,25.29,310.69
8600,0.348,-0.0124,0.0246,0.9371,-1.07,0.34,10.24,-0.0161,-0.0051,-0.0116,32.61,37.91,30,118.14,1,49.027144,8.350917,25.28,310.7
8700,0.3481,-0.0125,0.0246,0.9371,-1.11,0.28,10.3,-0.0164,-0.0026,-0.0121,32.61,37.9,30,118.14,1,49.027151,8.350904,25.27,310.71
8800,0.3481,-0.0125,0.0246,0.937,-1.1,0.31,10.36,-0.0139,-0.0019,-0.0127,32.62,37.9,30,118.13,1,49.027159,8.35089,25.26,310.72
8900,0.3482,-0.0128,0.0246,0.937,-1.13,0.36,10.26,-0.013,0.0055,-0.0121,32.62,37.89,30,118.13,1,49.027167,8.350877,25.24,310.72
9000,0.3482,-0.0129,0.0245,0.937,-1.18,0.3,10.18,-0.0152,0.0085,-0.0129,32.63,37.89,30,118.13,1,49.027174,8.350863,25.23,310.73
9100,0.3483,-0.013,0.0244,0.937,-1.2,0.19,10.19,-0.0154,0.0075,-0.0139,32.63,37.88,30,118.12,1,49.027182,8.35085,25.21,310.74
9200,0.3484,-0.0131,0.0245,0.9369,-1.22,0.2,10.1,-0.0132,0.0115,-0.0129,32.64,37.88,30,118.12,1,49.02719,8.350836,25.2,310.75
9300,0.3484,-0.0132,0.0244,0.9369,-1.23,0.23,10.0,-0.0131,0.0113,-0.0134,32.64,37.87,30,118.12,1,49.027197,8.350823,25.18,310.76
9400,0.3485,-0.0132,0.0243,0.9369,-1.23,0.27,9.97,-0.0142,0.0096,-0.0126,32.65,37.87,30,118.11,1,49.027205,8.350809,25.16,310.76
9500,0.3485,-0.0134,0.0243,0.9369,-1.24,0.24,9.92,-0.0158,0.0131,-0.0131,32.65,37.87,30,118.11,1,49.027213,8.350796,25.15,310.77
9600,0.3486,-0.0136,0.0242,0.9369,-1.28,0.21,9.76,-0.0172,0.0139,-0.014,32.66,37.86,30,118.11,1,49.02722,8.350783,25.13,310.78
9700,0.3487,-0.0136,0.0241,0.9368,-1.31,0.21,9.74,-0.018,0.0098,-0.0133,32.66,37.86,30,118.1,1,49.027228,8.350769,25.11,310.79
9800,0.3488,-0.0136,0.024,0.9368,-1.31,0.13,9.73,-0.0176,0.0084,-0.0139,32.67,37.85,30,118.1,1,49.027236,8.350756,25.1,310.8
9900,0.3488,-0.0136,0.024,0.9368,-1.32,0.1,9.7,-0.0159,0.0079,-0.0136,32.67,37.85,30,118.09,1,49.027243,8.350743,25.08,310.8
10000,0.3489,-0.0136,0.0239,0.9368,-1.37,0.11,9.76,-0.0148,0.0049,-0.0135,32.68,37.84,30,118.09,1,49.027251,8.350729,25.06,310.81
10100,0.349,-0.0136,0.0239,0.9367,-1.41,0.13,9.78,-0.0126,0.0042,-0.0149,32.69,37.84,30,118.09,1,49.027258,8.350716,25.04,310.82
10200,0.349,-0.0136,0.0239,0.9367,-1.43,0.12,9.78,-0.0111,0.0043,-0.0142,32.69,37.83,30,118.08,1,49.027266,8.350703,25.02,310.83
10300,0.3491,-0.0136,0.0239,0.9367,-1.42,0.13,9.8,-0.0095,0.0021,-0.0138,32.7,37.83,30,118.08,1,49.027274,8.350689,25.0,310.84
10400,0.3492,-0.0136,0.0238,0.9367,-1.43,0.1,9.79,-0.009,0.0019,-0.0148,32.7,37.82,30,118.08,1,49.027281,8.350676,24.98,310.85
10500,0.3492,-0.0136,0.0239,0.9366,-1.43,0.04,9.73,-0.0071,0.0013,-0.0137,32.71,37.82,30,118.07,1,49.027289,8.350663,24.96,310.85
10600,0.3493,-0.0135,0.0239,0.9366,-1.42,-0.01,9.69,-0.005,-0.0009,-0.0138,32.71,37.81,30,118.07,1,49.027297,8.350649,24.94,310.86
10700,0.3493,-0.0134,0.0239,0.9366,-1.42,-0.01,9.66,-0.0013,-0.0017,-0.0128,32.71,37.81,30,118.06,1,49.027304,8.350636,24.92,310.87
10800,0.3494,-0.0134,0.024,0.9366,-1.4,0.02,9.59,0.0014,-0.003,-0.0135,32.72,37.81,30,118.06,1,49.027312,8.350623,24.9,310.88
10900,0.3495,-0.0133,0.024,0.9365,-1.42,0.01,9.64,0.0033,-0.0053,-0.0132,32.73,37.8,30,118.06,1,49.027319,8.35061,24.88,310.88
11000,0.3495,-0.0132,0.0241,0.9365,-1.44,0.03,9.68,0.0051,-0.0067,-0.0126,32.73,37.8,30,118.05,1,49.027327,8.350596,24.86,310.89
11100,0.3496,-0.0132,0.0242,0.9365,-1.43,0.09,9.65,0.0071,-0.0048,-0.0134,32.74,37.79,30,118.05,1,49.027335,8.350583,24.84,310.9
11200,0.3497,-0.0131,0.0242,0.9365,-1.44,0.1,9.69,0.0062,-0.0058,-0.0137,32.74,37.79,30,118.05,1,49.027342,8.35057,24.82,310.91
11300,0.3497,-0.013,0.0241,0.9364,-1.41,0.04,9.81,0.0056,-0.0081,-0.0135,32.75,37.78,30,118.04,1,49.02735,8.350557,24.8,310.92
11400,0.3498,-0.013,0.0242,0.9364,-1.39,0.05,9.89,0.0075,-0.0067,-0.0133,32.75,37.78,30,118.04,1,49.027357,8.350544,24.78,310.92
11500,0.3499,-0.013,0.0243,0.9364,-1.4,0.09,9.92,0.0091,-0.0043,-0.0134,32.76,37.78,30,118.03,1,49.027365,8.35053,24.76,310.93
11600,0.3499,-0.013,0.0244,0.9364,-1.42,0.11,9.98,0.0093,-0.0032,-0.0134,32.76,37.77,30,118.03,1,49.027372,8.350517,24.74,310.94
11700,0.35,-0.013,0.0245,0.9363,-1.45,0.12,10.03,0.0107,-0.0011,-0.0137,32.77,37.77,30,118.03,1,49.02738,8.350504,24.72,310.95
11800,0.3501,-0.0131,0.0246,0.9363,-1.47,0.16,10.02,0.0118,0.0033,-0.0141,32.77,37.76,30,118.02,1,49.027387,8.350491,24.7,310.95
11900,0.3501,-0.0131,0.0247,0.9363,-1.51,0.16,10.02,0.0125,0.0042,-0.0134,32.78,37.76,30,118.02,1,49.027395,8.350478,24.68,310.96
12000,0.3502,-0.0132,0.0248,0.9363,-1.55,0.15,10.0,0.0117,0.0076,-0.014,32.78,37.75,30,118.02,1,49.027403,8.350465,24.66,310.97
12100,0.3503,-0.0133,0.0248,0.9362,-1.57,0.14,9.95,0.0117,0.008,-0.0146,32.79,37.75,30,118.01,1,49.02741,8.350452,24.64,310.98
12200,0.3503,-0.0132,0.0249,0.9362,-1.53,0.13,9.95,0.0117,0.0053,-0.0142,32.79,37.74,30,118.01,1,49.027418,8.350439,24.62,310.99
12300,0.3504,-0.0132,0.0249,0.9362,-1.53,0.2,9.97,0.0118,0.0053,-0.0146,32.8,37.74,30,118.01,1,49.027425,8.350426,24.59,311.0
12400,0.3504,-0.0134,0.025,0.9362,-1.59,0.28,9.94,0.0098,0.01,-0.0136,32.8,37.74,30,118.0,1,49.027433,8.350413,24.57,311.0
12500,0.3505,-0.0134,0.025,0.9361,-1.61,0.26,9.89,0.0067,0.0093,-0.0147,32.81,37.73,30,118.0,1,49.02744,8.3504,24.55,311.01
12600,0.3506,-0.0134,0.0249,0.9361,-1.55,0.21,9.92,0.0039,0.0066,-0.0144,32.82,37.72,30,118.0,1,49.027448,8.350387,24.53,311.02
12700,0.3507,-0.0136,0.0249,0.9361,-1.58,0.27,9.86,0.0028,0.0101,-0.0147,32.82,37.72,30,117.99,1,49.027455,8.350374,24.5,311.03
12800,0.3508,-0.0137,0.0249,0.936,-1.63,0.29,9.79,0.0006,0.0113,-0.0154,32.83,37.71,30,117.99,1,49.027463,8.350361,24.48,311.04
12900,0.3508,-0.0136,0.0248,0.936,-1.62,0.18,9.85,-0.0006,0.0069,-0.015,32.83,37.71,30,117.98,1,49.02747,8.350348,24.46,311.05
13000,0.3509,-0.0137,0.0249,0.936,-1.61,0.17,9.83,0.0005,0.0086,-0.0166,32.84,37.7,30,117.98,1,49.027478,8.350335,24.43,311.06
13100,0.351,-0.0138,0.025,0.9359,-1.7,0.24,9.74,0.0024,0.0121,-0.0158,32.85,37.7,30,117.98,1,49.027485,8.350322,24.41,311.07
13200,0.3511,-0.0137,0.025,0.9359,-1.75,0.28,9.71,0.002,0.0078,-0.0161,32.85,37.69,30,117.97,1,49.027493,8.350309,24.38,311.08
13300,0.3512,-0.0137,0.0249,0.9359,-1.71,0.25,9.76,0.0011,0.0044,-0.0169,32.86,37.68,30,117.97,1,49.0275,8.350296,24.36,311.09
13400,0.3513,-0.0138,0.025,0.9358,-1.72,0.24,9.66,0.0022,0.0089,-0.0169,32.87,37.68,30,117.97,1,49.027508,8.350283,24.33,311.1
13500,0.3513,-0.0138,0.025,0.9358,-1.73,0.19,9.56,0.0025,0.0074,-0.0165,32.87,37.67,30,117.96,1,49.027515,8.35027,24.31,311.11
13600,0.3514,-0.0137,0.025,0.9358,-1.7,0.18,9.59,0.0027,0.002,-0.016,32.88,37.67,30,117.96,1,49.027523,8.350257,24.28,311.12
13700,0.3515,-0.0138,0.0251,0.9358,-1.7,0.15,9.49,0.0036,0.0048,-0.0164,32.89,37.66,30,117.95,1,49.02753,8.350244,24.26,311.13
13800,0.3516,-0.0137,0.0251,0.9357,-1.73,0.15,9.44,0.0049,0.0044,-0.0169,32.89,37.66,30,117.95,1,49.027537,8.350232,24.23,311.14
13900,0.3516,-0.0136,0.0251,0.9357,-1.73,0.14,9.47,0.0053,-0.0006,-0.0167,32.9,37.65,30,117.95,1,49.027545,8.350219,24.2,311.15
14000,0.3518,-0.0136,0.0251,0.9357,-1.69,0.12,9.49,0.0059,-0.001,-0.0179,32.91,37.64,30,117.94,1,49.027552,8.350206,24.18,311.16
14100,0.3519,-0.0135,0.0252,0.9356,-1.7,0.15,9.51,0.0063,-0.0015,-0.0187,32.92,37.64,30,117.94,1,49.02756,8.350193,24.15,311.18
14200,0.352,-0.0135,0.0251,0.9356,-1.72,0.22,9.63,0.0049,-0.0037,-0.0191,32.93,37.63,30,117.94,1,49.027567,8.35018,24.13,311.19
14300,0.3521,-0.0135,0.0251,0.9355,-1.72,0.31,9.72,0.0024,-0.003,-0.0194,32.93,37.62,30,117.93,1,49.027574,8.350168,24.1,311.2
14400,0.3522,-0.0136,0.025,0.9355,-1.72,0.26,9.71,-0.0017,0.0,-0.0197,32.94,37.61,30,117.93,1,49.027582,8.350155,24.08,311.21
14500,0.3523,-0.0136,0.0249,0.9355,-1.7,0.17,9.83,-0.004,-0.0015,-0.0206,32.95,37.61,30,117.92,1,49.027589,8.350142,24.05,311.23
14600,0.3524,-0.0137,0.0249,0.9354,-1.67,0.17,9.89,-0.0041,-0.0001,-0.02,32.96,37.6,30,117.92,1,49.027597,8.350129,24.03,311.24
14700,0.3525,-0.0138,0.0249,0.9354,-1.71,0.23,9.91,-0.0034,0.0033,-0.0214,32.97,37.59,30,117.92,1,49.027604,8.350117,24.0,311.25
14800,0.3526,-0.0138,0.0249,0.9353,-1.76,0.24,9.94,-0.0045,0.0029,-0.0225,32.98,37.58,30,117.91,1,49.027611,8.350104,23.98,311.27
14900,0.3527,-0.0139,0.0248,0.9353,-1.78,0.25,9.94,-0.0046,0.0042,-0.0224,32.99,37.57,30,117.91,1,49.027619,8.350091,23.95,311.28
15000,0.3529,-0.014,0.0248,0.9352,-1.8,0.21,9.87,-0.0058,0.0076,-0.0235,33.0,37.56,30,117.91,1,49.027626,8.350079,23.93,311.3
15100,0.353,-0.014,0.0248,0.9352,-1.8,0.15,9.84,-0.0054,0.0061,-0.0229,33.01,37.56,30,117.9,1,49.027633,8.350066,23.9,311.31
15200,0.3531,-0.014,0.0248,0.9352,-1.75,0.17,9.88,-0.005,0.0048,-0.0237,33.02,37.55,30,117.9,1,49.027641,8.350053,23.87,311.33
15300,0.3532,-0.0141,0.0249,0.9351,-1.74,0.17,9.83,-0.004,0.0085,-0.0247,33.03,37.54,30,117.89,1,49.027648,8.350041,23.85,311.34
15400,0.3534,-0.0141,0.0248,0.935,-1.74,0.16,9.82,-0.0045,0.0061,-0.0258,33.04,37.53,30,117.89,1,49.027655,8.350028,23.82,311.36
15500,0.3535,-0.0141,0.0247,0.935,-1.71,0.13,9.91,-0.0052,0.0046,-0.0265,33.05,37.52,30,117.89,1,49.027663,8.350016,23.8,311.38
15600,0.3537,-0.0143,0.0248,0.9349,-1.71,0.16,9.85,-0.005,0.0085,-0.0273,33.06,37.51,30,117.88,1,49.02767,8.350003,23.77,311.4
15700,0.3538,-0.0144,0.0247,0.9349,-1.69,0.19,9.73,-0.0067,0.01,-0.0292,33.08,37.5,30,117.88,1,49.027677,8.34999,23.75,311.42
15800,0.354,-0.0144,0.0246,0.9348,-1.66,0.18,9.71,-0.009,0.0059,-0.0292,33.09,37.49,30,117.87,1,49.027685,8.349978,23.72,311.43
