ms,qw,qx,qy,qz,ax,ay,az,gx,gy,gz,mx,my,mz,alt,gps_fix,lat,lon,speed,heading
2100,0.0973,0.0125,-0.0008,0.9952,1.14,-1.71,9.91,-0.0234,-0.0036,-0.3505,9.68,49.05,30,115.48,1,49.02447,8.355953,10.53,281.17
2200,0.099,0.0124,-0.001,0.995,1.15,-1.76,9.91,-0.0267,-0.0023,-0.3514,9.86,49.02,30,115.48,1,49.02447,8.355945,10.55,281.37
2300,0.1009,0.0124,-0.0012,0.9948,1.14,-1.82,9.8,-0.0284,-0.0011,-0.353,10.03,48.98,30,115.48,1,49.024471,8.355938,10.56,281.58
2400,0.1027,0.0124,-0.0014,0.9946,1.16,-1.92,9.67,-0.03,-0.0011,-0.3553,10.22,48.95,30,115.49,1,49.024472,8.355931,10.58,281.79
2500,0.1045,0.0124,-0.0015,0.9944,1.16,-2.04,9.62,-0.0297,-0.0035,-0.3557,10.39,48.91,30,115.49,1,49.024473,8.355923,10.6,281.99
2600,0.1063,0.0126,-0.0015,0.9943,1.15,-2.18,9.75,-0.0241,-0.0081,-0.3565,10.57,48.87,30,115.49,1,49.024474,8.355916,10.62,282.2
2700,0.1081,0.0127,-0.0013,0.9941,1.15,-2.09,9.94,-0.0153,-0.0104,-0.3588,10.75,48.83,30,115.49,1,49.024474,8.355908,10.63,282.41
2800,0.1099,0.0127,-0.0011,0.9939,1.1,-1.82,9.97,-0.0095,-0.0066,-0.3601,10.93,48.79,30,115.49,1,49.024475,8.355901,10.65,282.62
2900,0.1118,0.0126,-0.0012,0.9937,1.11,-1.73,9.8,-0.0107,-0.004,-0.3617,11.11,48.75,30,115.49,1,49.024476,8.355894,10.66,282.84
3000,0.1136,0.0127,-0.0014,0.9934,1.2,-1.94,9.72,-0.016,-0.0078,-0.3634,11.29,48.71,30,115.5,1,49.024477,8.355886,10.68,283.05
3100,0.1155,0.0127,-0.0015,0.9932,1.2,-2.18,9.67,-0.0163,-0.0065,-0.3647,11.47,48.67,30,115.5,1,49.024478,8.355879,10.7,283.26
3200,0.1173,0.0127,-0.0015,0.993,1.15,-2.27,9.52,-0.0142,-0.005,-0.3653,11.65,48.62,30,115.5,1,49.024479,8.355871,10.72,283.47
3300,0.1191,0.0129,-0.0014,0.9928,1.14,-2.24,9.4,-0.0113,-0.0093,-0.3661,11.83,48.58,30,115.5,1,49.02448,8.355864,10.73,283.69
3400,0.1209,0.013,-0.0014,0.9926,1.12,-2.27,9.38,-0.0096,-0.0121,-0.3658,12.01,48.54,30,115.5,1,49.024481,8.355856,10.75,283.89
3500,0.1228,0.0131,-0.0014,0.9923,1.05,-2.24,9.36,-0.0061,-0.0116,-0.3668,12.19,48.49,30,115.5,1,49.024482,8.355849,10.76,284.11
3600,0.1246,0.0133,-0.0013,0.9921,1.05,-2.3,9.45,-0.0028,-0.0165,-0.3664,12.36,48.45,30,115.5,1,49.024483,8.355841,10.78,284.32
3700,0.1264,0.0135,-0.0012,0.9919,1.12,-2.31,9.61,0.0009,-0.0198,-0.3674,12.54,48.4,30,115.5,1,49.024484,8.355834,10.79,284.53
3800,0.1283,0.0135,-0.001,0.9916,1.11,-2.26,9.64,0.0042,-0.0169,-0.3687,12.73,48.35,30,115.51,1,49.024485,8.355827,10.81,284.75
3900,0.1301,0.0137,-0.0009,0.9914,1.1,-2.19,9.65,0.0074,-0.0182,-0.3693,12.91,48.31,30,115.51,1,49.024486,8.355819,10.83,284.96
4000,0.132,0.0139,-0.0008,0.9911,1.13,-2.13,9.71,0.0084,-0.0214,-0.3705,13.09,48.26,30,115.51,1,49.024487,8.355812,10.84,285.18
4100,0.1339,0.0139,-0.0008,0.9909,1.17,-2.11,9.74,0.0065,-0.0192,-0.3718,13.27,48.21,30,115.51,1,49.024489,8.355804,10.86,285.39
4200,0.1357,0.014,-0.0008,0.9906,1.15,-2.11,9.79,0.0055,-0.0194,-0.3718,13.45,48.16,30,115.51,1,49.02449,8.355797,10.87,285.61
4300,0.1376,0.0142,-0.0008,0.9904,1.14,-2.13,9.94,0.004,-0.0213,-0.3724,13.63,48.11,30,115.51,1,49.024491,8.355789,10.89,285.82
4400,0.1395,0.0142,-0.0008,0.9901,1.16,-2.07,9.99,0.0051,-0.0183,-0.3738,13.82,48.05,30,115.51,1,49.024492,8.355782,10.91,286.04
4500,0.1414,0.0142,-0.0007,0.9899,1.18,-2.0,10.02,0.005,-0.0151,-0.3747,14.0,48.0,30,115.51,1,49.024493,8.355774,10.92,286.26
4600,0.1433,0.0143,-0.0007,0.9896,1.21,-1.91,10.08,0.0045,-0.0157,-0.3759,14.18,47.95,30,115.51,1,49.024495,8.355767,10.94,286.48
4700,0.1451,0.0142,-0.0007,0.9893,1.24,-1.92,10.03,0.0026,-0.0114,-0.3759,14.36,47.89,30,115.52,1,49.024496,8.355759,10.96,286.69
4800,0.147,0.0142,-0.0007,0.989,1.23,-2.02,9.99,0.0004,-0.0099,-0.3778,14.55,47.84,30,115.52,1,49.024497,8.355752,10.98,286.91
4900,0.149,0.0143,-0.0007,0.9887,1.24,-2.09,10.05,0.0016,-0.0115,-0.3801,14.74,47.78,30,115.52,1,49.024498,8.355744,10.99,287.14
5000,0.1509,0.0143,-0.0005,0.9884,1.23,-2.01,10.09,0.0041,-0.0086,-0.3812,14.92,47.72,30,115.52,1,49.0245,8.355737,11.01,287.36
5100,0.1528,0.0143,-0.0004,0.9882,1.19,-1.89,10.07,0.0054,-0.0064,-0.3816,15.1,47.66,30,115.52,1,49.024501,8.355729,11.03,287.58
5200,0.1547,0.0143,-0.0005,0.9879,1.22,-1.87,10.11,0.0022,-0.0062,-0.3821,15.29,47.61,30,115.52,1,49.024502,8.355722,11.05,287.8
5300,0.1566,0.0142,-0.0005,0.9876,1.25,-1.93,10.09,-0.0004,-0.0026,-0.3841,15.48,47.54,30,115.52,1,49.024504,8.355714,11.06,288.03
5400,0.1586,0.0141,-0.0006,0.9872,1.24,-2.01,9.99,-0.0027,0.0008,-0.3849,15.66,47.48,30,115.52,1,49.024505,8.355707,11.08,288.25
5500,0.1605,0.0141,-0.0006,0.9869,1.25,-2.06,10.0,-0.0027,-0.0003,-0.3859,15.85,47.42,30,115.52,1,49.024507,8.355699,11.1,288.48
5600,0.1624,0.0141,-0.0005,0.9866,1.25,-2.05,10.02,-0.0023,0.001,-0.3865,16.03,47.36,30,115.53,1,49.024508,8.355691,11.12,288.7
5700,0.1643,0.014,-0.0005,0.9863,1.22,-1.97,9.95,-0.0036,0.0038,-0.3864,16.21,47.3,30,115.53,1,49.02451,8.355684,11.13,288.92
5800,0.1663,0.0139,-0.0006,0.986,1.18,-1.94,9.93,-0.0064,0.0042,-0.388,16.4,47.23,30,115.53,1,49.024511,8.355676,11.15,289.15
5900,0.1682,0.0139,-0.0007,0.9857,1.2,-2.01,9.88,-0.0102,0.004,-0.3879,16.58,47.17,30,115.53,1,49.024512,8.355669,11.17,289.37
6000,0.1701,0.0138,-0.0008,0.9853,1.2,-2.1,9.86,-0.0122,0.006,-0.3875,16.77,47.11,30,115.53,1,49.024514,8.355661,11.18,289.59
6100,0.1721,0.0137,-0.0009,0.985,1.2,-2.07,9.81,-0.0126,0.0062,-0.3889,16.95,47.04,30,115.53,1,49.024516,8.355654,11.2,289.82
6200,0.174,0.0137,-0.001,0.9847,1.22,-2.03,9.8,-0.0152,0.0065,-0.3891,17.14,46.97,30,115.53,1,49.024517,8.355646,11.22,290.04
6300,0.1759,0.0136,-0.0011,0.9843,1.21,-2.02,9.79,-0.0184,0.0071,-0.3884,17.32,46.91,30,115.54,1,49.024519,8.355639,11.24,290.26
6400,0.1778,0.0135,-0.0012,0.984,1.24,-2.03,9.71,-0.0208,0.0076,-0.3889,17.5,46.84,30,115.54,1,49.02452,8.355631,11.25,290.49
6500,0.1797,0.0134,-0.0014,0.9836,1.22,-2.09,9.69,-0.0229,0.0073,-0.3891,17.68,46.77,30,115.54,1,49.024522,8.355623,11.27,290.71
6600,0.1817,0.0134,-0.0015,0.9833,1.18,-2.19,9.65,-0.0243,0.0072,-0.3904,17.87,46.7,30,115.54,1,49.024524,8.355616,11.29,290.94
6700,0.1836,0.0134,-0.0015,0.9829,1.17,-2.24,9.7,-0.0221,0.0048,-0.3898,18.05,46.63,30,115.54,1,49.024525,8.355608,11.3,291.16
6800,0.1855,0.0134,-0.0016,0.9826,1.15,-2.16,9.74,-0.0199,0.0045,-0.3897,18.23,46.56,30,115.54,1,49.024527,8.355601,11.32,291.38
6900,0.1874,0.0134,-0.0016,0.9822,1.14,-2.14,9.72,-0.0195,0.0045,-0.3901,18.41,46.49,30,115.55,1,49.024529,8.355593,11.34,291.61
7000,0.1894,0.0134,-0.0017,0.9818,1.16,-2.19,9.75,-0.0202,0.0024,-0.3906,18.6,46.41,30,115.55,1,49.02453,8.355586,11.35,291.83
7100,0.1913,0.0134,-0.0018,0.9814,1.16,-2.3,9.76,-0.0208,0.0021,-0.3904,18.78,46.34,30,115.55,1,49.024532,8.355578,11.37,292.06
7200,0.1932,0.0134,-0.0018,0.9811,1.16,-2.36,9.74,-0.0199,0.0017,-0.3905,18.96,46.27,30,115.55,1,49.024534,8.35557,11.39,292.28
7300,0.1951,0.0134,-0.0018,0.9807,1.17,-2.34,9.72,-0.0175,0.0009,-0.3907,19.14,46.19,30,115.55,1,49.024536,8.355563,11.4,292.51
7400,0.197,0.0134,-0.0019,0.9803,1.18,-2.38,9.78,-0.016,-0.0006,-0.3906,19.32,46.12,30,115.55,1,49.024537,8.355555,11.42,292.73
7500,0.1989,0.0134,-0.0019,0.9799,1.18,-2.37,9.8,-0.015,-0.0008,-0.3898,19.5,46.04,30,115.55,1,49.024539,8.355548,11.43,292.95
7600,0.2008,0.0134,-0.0019,0.9795,1.16,-2.34,9.78,-0.0144,0.0001,-0.39,19.68,45.97,30,115.56,1,49.024541,8.35554,11.45,293.17
7700,0.2027,0.0134,-0.0019,0.9791,1.17,-2.39,9.77,-0.0137,-0.0003,-0.3893,19.85,45.89,30,115.56,1,49.024543,8.355532,11.47,293.39
7800,0.2046,0.0135,-0.0019,0.9787,1.19,-2.41,9.8,-0.0119,-0.0022,-0.389,20.03,45.81,30,115.56,1,49.024545,8.355525,11.48,293.62
7900,0.2065,0.0135,-0.0019,0.9783,1.2,-2.4,9.83,-0.0089,-0.0012,-0.3896,20.21,45.73,30,115.56,1,49.024547,8.355517,11.5,293.84
8000,0.2084,0.0135,-0.0018,0.978,1.2,-2.36,9.88,-0.0069,-0.0026,-0.3874,20.38,45.66,30,115.56,1,49.024549,8.35551,11.52,294.06
8100,0.2103,0.0136,-0.0018,0.9775,1.2,-2.31,9.98,-0.005,-0.0035,-0.3879,20.56,45.58,30,115.56,1,49.024551,8.355502,11.54,294.28
8200,0.2122,0.0135,-0.0018,0.9771,1.22,-2.33,10.04,-0.0048,-0.0019,-0.3886,20.74,45.5,30,115.56,1,49.024553,8.355495,11.55,294.51
8300,0.2141,0.0135,-0.0017,0.9767,1.23,-2.34,10.08,-0.0034,-0.0006,-0.3879,20.91,45.42,30,115.57,1,49.024555,8.355487,11.57,294.73
8400,0.2159,0.0134,-0.0017,0.9763,1.28,-2.36,10.11,-0.003,0.0013,-0.387,21.09,45.34,30,115.57,1,49.024557,8.355479,11.59,294.95
8500,0.2178,0.0134,-0.0016,0.9759,1.3,-2.37,10.12,-0.0023,0.0039,-0.387,21.26,45.25,30,115.57,1,49.024559,8.355472,11.61,295.17
8600,0.2197,0.0133,-0.0015,0.9755,1.31,-2.35,10.11,-0.0005,0.0063,-0.3865,21.44,45.17,30,115.57,1,49.024561,8.355464,11.63,295.39
8700,0.2216,0.0132,-0.0014,0.975,1.32,-2.35,10.08,0.0006,0.0079,-0.3871,21.61,45.09,30,115.57,1,49.024563,8.355457,11.65,295.61
8800,0.2235,0.0131,-0.0013,0.9746,1.3,-2.36,10.05,0.0016,0.0106,-0.3875,21.79,45.0,30,115.57,1,49.024565,8.355449,11.67,295.84
8900,0.2254,0.013,-0.0013,0.9742,1.27,-2.37,10.05,0.0023,0.0125,-0.3862,21.96,44.92,30,115.58,1,49.024568,8.355442,11.68,296.05
9000,0.2272,0.0129,-0.0012,0.9738,1.27,-2.36,10.03,0.0037,0.0142,-0.3857,22.13,44.84,30,115.58,1,49.02457,8.355434,11.7,296.27
9100,0.229,0.0128,-0.0011,0.9733,1.28,-2.34,9.99,0.0043,0.016,-0.384,22.3,44.75,30,115.58,1,49.024572,8.355426,11.72,296.49
9200,0.2309,0.0127,-0.001,0.9729,1.3,-2.36,9.97,0.0053,0.0167,-0.3836,22.47,44.67,30,115.58,1,49.024574,8.355419,11.74,296.7
9300,0.2327,0.0125,-0.0009,0.9725,1.3,-2.37,9.95,0.0056,0.0185,-0.3818,22.64,44.58,30,115.58,1,49.024576,8.355411,11.76,296.92
9400,0.2345,0.0124,-0.0008,0.972,1.31,-2.37,9.95,0.0062,0.0201,-0.3801,22.8,44.5,30,115.58,1,49.024579,8.355404,11.78,297.13
9500,0.2363,0.0123,-0.0007,0.9716,1.31,-2.34,9.92,0.0065,0.022,-0.3792,22.97,44.41,30,115.59,1,49.024581,8.355396,11.8,297.34
9600,0.2381,0.0121,-0.0006,0.9712,1.32,-2.34,9.87,0.0062,0.0242,-0.3776,23.13,44.33,30,115.59,1,49.024583,8.355389,11.82,297.56
9700,0.2399,0.0119,-0.0005,0.9707,1.31,-2.37,9.81,0.0058,0.0256,-0.3759,23.29,44.24,30,115.59,1,49.024586,8.355381,11.84,297.76
9800,0.2416,0.0118,-0.0004,0.9703,1.3,-2.37,9.76,0.0071,0.0259,-0.3735,23.45,44.16,30,115.59,1,49.024588,8.355374,11.86,297.97
9900,0.2434,0.0117,-0.0002,0.9699,1.29,-2.37,9.69,0.008,0.0273,-0.3716,23.61,44.07,30,115.59,1,49.024591,8.355366,11.88,298.18
10000,0.2451,0.0115,-0.0002,0.9694,1.29,-2.38,9.65,0.0079,0.027,-0.3694,23.77,43.99,30,115.59,1,49.024593,8.355358,11.9,298.38
10100,0.2468,0.0115,-0.0,0.969,1.29,-2.35,9.63,0.0099,0.0264,-0.3664,23.92,43.91,30,115.6,1,49.024595,8.355351,11.92,298.58
10200,0.2485,0.0113,0.0002,0.9686,1.27,-2.3,9.6,0.0117,0.0266,-0.3648,24.08,43.82,30,115.6,1,49.024598,8.355343,11.94,298.79
10300,0.2502,0.0112,0.0002,0.9681,1.26,-2.24,9.56,0.0113,0.0264,-0.3625,24.23,43.74,30,115.6,1,49.0246,8.355336,11.96,298.99
10400,0.2519,0.0111,0.0003,0.9677,1.26,-2.24,9.54,0.0105,0.0255,-0.3603,24.38,43.65,30,115.6,1,49.024603,8.355328,11.98,299.19
10500,0.2536,0.0111,0.0004,0.9673,1.26,-2.24,9.52,0.01,0.0241,-0.3578,24.53,43.57,30,115.6,1,49.024605,8.355321,12.0,299.38
10600,0.2552,0.011,0.0005,0.9668,1.27,-2.23,9.52,0.0089,0.0229,-0.3549,24.68,43.49,30,115.6,1,49.024608,8.355313,12.02,299.58
10700,0.2568,0.0109,0.0005,0.9664,1.26,-2.2,9.56,0.0086,0.0217,-0.3516,24.82,43.4,30,115.61,1,49.024611,8.355306,12.04,299.77
10800,0.2584,0.0108,0.0006,0.966,1.25,-2.16,9.59,0.008,0.0213,-0.3482,24.97,43.32,30,115.61,1,49.024613,8.355298,12.06,299.95
10900,0.26,0.0107,0.0006,0.9656,1.25,-2.12,9.59,0.007,0.0211,-0.345,25.11,43.24,30,115.61,1,49.024616,8.355291,12.07,300.14
11000,0.2615,0.0107,0.0007,0.9651,1.28,-2.14,9.57,0.0055,0.0198,-0.3422,25.25,43.16,30,115.61,1,49.024618,8.355283,12.1,300.33
11100,0.2631,0.0106,0.0007,0.9647,1.3,-2.17,9.59,0.006,0.0191,-0.3393,25.39,43.08,30,115.61,1,49.024621,8.355276,12.12,300.51
11200,0.2647,0.0106,0.0008,0.9643,1.29,-2.18,9.59,0.0064,0.0184,-0.3367,25.53,42.99,30,115.61,1,49.024624,8.355268,12.14,300.7
11300,0.2661,0.0106,0.0009,0.9639,1.28,-2.15,9.65,0.0084,0.0158,-0.3326,25.66,42.91,30,115.61,1,49.024627,8.35526,12.16,300.88
11400,0.2677,0.0105,0.001,0.9634,1.28,-2.1,9.68,0.0095,0.0152,-0.3306,25.8,42.83,30,115.62,1,49.024629,8.355253,12.18,301.06
11500,0.2692,0.0105,0.0011,0.963,1.28,-2.07,9.69,0.0101,0.0155,-0.3281,25.93,42.75,30,115.62,1,49.024632,8.355245,12.2,301.24
11600,0.2707,0.0105,0.0012,0.9626,1.29,-2.08,9.72,0.0093,0.0135,-0.325,26.06,42.67,30,115.62,1,49.024635,8.355238,12.22,301.42
11700,0.2721,0.0105,0.0013,0.9622,1.3,-2.1,9.75,0.0109,0.012,-0.3213,26.19,42.59,30,115.62,1,49.024638,8.35523,12.24,301.59
11800,0.2736,0.0104,0.0014,0.9618,1.31,-2.1,9.79,0.0121,0.0118,-0.3186,26.32,42.51,30,115.62,1,49.02464,8.355223,12.26,301.76
11900,0.275,0.0104,0.0015,0.9614,1.33,-2.09,9.83,0.0129,0.0106,-0.3144,26.44,42.44,30,115.62,1,49.024643,8.355215,12.28,301.93
12000,0.2764,0.0104,0.0017,0.961,1.34,-2.09,9.86,0.0153,0.01,-0.3122,26.57,42.36,30,115.62,1,49.024646,8.355208,12.3,302.1
12100,0.2778,0.0104,0.0019,0.9606,1.33,-2.1,9.84,0.0184,0.0105,-0.3091,26.69,42.28,30,115.62,1,49.024649,8.3552,12.33,302.27
12200,0.2792,0.0104,0.0021,0.9602,1.32,-2.13,9.82,0.0206,0.0097,-0.3061,26.82,42.2,30,115.63,1,49.024652,8.355193,12.35,302.43
12300,0.2806,0.0105,0.0023,0.9598,1.35,-2.16,9.81,0.0234,0.0079,-0.3025,26.93,42.13,30,115.63,1,49.024655,8.355185,12.37,302.59
12400,0.2819,0.0105,0.0025,0.9594,1.34,-2.16,9.79,0.0272,0.0075,-0.2989,27.05,42.05,30,115.63,1,49.024658,8.355178,12.39,302.76
12500,0.2832,0.0106,0.0028,0.959,1.33,-2.12,9.77,0.0315,0.0071,-0.2947,27.17,41.98,30,115.63,1,49.024661,8.35517,12.41,302.91
12600,0.2845,0.0107,0.003,0.9586,1.33,-2.07,9.75,0.0335,0.0043,-0.2907,27.28,41.9,30,115.63,1,49.024664,8.355163,12.44,303.06
12700,0.2858,0.0107,0.0033,0.9582,1.34,-2.06,9.71,0.0358,0.0047,-0.2871,27.39,41.83,30,115.63,1,49.024667,8.355155,12.46,303.22
12800,0.287,0.0108,0.0035,0.9579,1.35,-2.04,9.66,0.037,0.003,-0.2836,27.5,41.76,30,115.63,1,49.02467,8.355148,12.48,303.37
12900,0.2882,0.0109,0.0038,0.9575,1.35,-2.03,9.62,0.0388,0.0013,-0.278,27.6,41.69,30,115.64,1,49.024673,8.35514,12.5,303.51
13000,0.2894,0.011,0.004,0.9571,1.34,-2.0,9.61,0.0398,-0.0002,-0.2735,27.71,41.62,30,115.64,1,49.024676,8.355133,12.52,303.65
13100,0.2906,0.0112,0.0042,0.9568,1.33,-1.94,9.61,0.0415,-0.0022,-0.2696,27.81,41.55,30,115.64,1,49.024679,8.355125,12.55,303.8
13200,0.2917,0.0113,0.0045,0.9564,1.32,-1.84,9.59,0.043,-0.0042,-0.2642,27.91,41.49,30,115.64,1,49.024682,8.355118,12.57,303.93
13300,0.2928,0.0114,0.0046,0.9561,1.32,-1.75,9.55,0.0417,-0.0047,-0.2593,28.0,41.42,30,115.64,1,49.024686,8.35511,12.59,304.06
13400,0.2939,0.0115,0.0048,0.9558,1.33,-1.72,9.51,0.0404,-0.0075,-0.2546,28.1,41.36,30,115.64,1,49.024689,8.355103,12.61,304.19
13500,0.2949,0.0117,0.0049,0.9554,1.33,-1.72,9.52,0.0401,-0.0105,-0.2491,28.19,41.3,30,115.64,1,49.024692,8.355095,12.64,304.32
13600,0.296,0.0119,0.0051,0.9551,1.32,-1.67,9.5,0.0412,-0.0126,-0.2442,28.28,41.23,30,115.64,1,49.024695,8.355088,12.66,304.44
13700,0.2969,0.0121,0.0053,0.9548,1.32,-1.6,9.51,0.0413,-0.0158,-0.2385,28.36,41.18,30,115.65,1,49.024698,8.35508,12.68,304.56
13800,0.298,0.0124,0.0054,0.9545,1.33,-1.51,9.53,0.0417,-0.0192,-0.2346,28.45,41.12,30,115.65,1,49.024702,8.355073,12.7,304.68
13900,0.2989,0.0125,0.0056,0.9542,1.34,-1.45,9.55,0.0406,-0.0201,-0.2292,28.53,41.06,30,115.65,1,49.024705,8.355065,12.72,304.8
14000,0.2998,0.0127,0.0057,0.9539,1.34,-1.41,9.55,0.0399,-0.0222,-0.2243,28.62,41.0,30,115.65,1,49.024708,8.355058,12.75,304.91
14100,0.3007,0.013,0.0058,0.9536,1.36,-1.38,9.54,0.0382,-0.0242,-0.218,28.69,40.95,30,115.65,1,49.024711,8.355051,12.77,305.02
14200,0.3016,0.0132,0.0059,0.9533,1.36,-1.33,9.54,0.0371,-0.027,-0.2136,28.77,40.89,30,115.65,1,49.024715,8.355043,12.79,305.13
14300,0.3025,0.0134,0.006,0.953,1.34,-1.26,9.54,0.0362,-0.028,-0.2087,28.84,40.84,30,115.65,1,49.024718,8.355036,12.81,305.23
14400,0.3033,0.0137,0.0061,0.9528,1.36,-1.2,9.59,0.035,-0.0315,-0.203,28.91,40.79,30,115.65,1,49.024721,8.355028,12.84,305.33
14500,0.3041,0.0139,0.0062,0.9525,1.38,-1.18,9.63,0.0339,-0.0335,-0.1983,28.98,40.74,30,115.65,1,49.024725,8.355021,12.86,305.43
14600,0.3049,0.0142,0.0063,0.9523,1.36,-1.13,9.65,0.0334,-0.0343,-0.1926,29.05,40.7,30,115.65,1,49.024728,8.355013,12.88,305.52
14700,0.3057,0.0144,0.0063,0.952,1.36,-1.09,9.68,0.031,-0.0361,-0.1883,29.12,40.65,30,115.66,1,49.024732,8.355006,12.9,305.61
14800,0.3064,0.0147,0.0063,0.9518,1.41,-1.03,9.74,0.0295,-0.0378,-0.183,29.18,40.6,30,115.66,1,49.024735,8.354998,12.93,305.7
14900,0.3071,0.0148,0.0064,0.9515,1.44,-0.98,9.76,0.0287,-0.0372,-0.1777,29.24,40.56,30,115.66,1,49.024738,8.354991,12.95,305.79
15000,0.3078,0.0151,0.0064,0.9513,1.44,-0.96,9.79,0.0272,-0.0385,-0.1729,29.3,40.52,30,115.66,1,49.024742,8.354983,12.97,305.87
15100,0.3085,0.0154,0.0064,0.9511,1.43,-0.95,9.86,0.0259,-0.0407,-0.1686,29.36,40.47,30,115.66,1,49.024745,8.354976,13.0,305.95
15200,0.3091,0.0155,0.0065,0.9509,1.43,-0.94,9.9,0.0254,-0.039,-0.1641,29.41,40.43,30,115.66,1,49.024749,8.354968,13.02,306.03
15300,0.3098,0.0157,0.0066,0.9507,1.46,-0.89,9.88,0.0249,-0.038,-0.1596,29.47,40.39,30,115.66,1,49.024752,8.35496,13.04,306.11
15400,0.3104,0.016,0.0066,0.9505,1.5,-0.85,9.89,0.0253,-0.0397,-0.1553,29.52,40.35,30,115.66,1,49.024756,8.354953,13.07,306.19
15500,0.311,0.0162,0.0067,0.9503,1.51,-0.85,9.91,0.0245,-0.0392,-0.1507,29.57,40.32,30,115.66,1,49.024759,8.354945,13.09,306.26
15600,0.3116,0.0164,0.0068,0.95,1.52,-0.83,9.95,0.0251,-0.0388,-0.1474,29.62,40.28,30,115.66,1,49.024763,8.354938,13.12,306.33
15700,0.3122,0.0166,0.0068,0.9499,1.51,-0.79,10.0,0.0251,-0.0392,-0.1429,29.67,40.24,30,115.66,1,49.024766,8.35493,13.14,306.4
15800,0.3127,0.0168,0.0069,0.9497,1.52,-0.76,10.02,0.0252,-0.0369,-0.1394,29.72,40.21,30,115.66,1,49.02477,8.354923,13.16,306.47
